game_pk,condition,temp,wind,venue,venue_id
745115,Dome,72,"0 mph, None",Tropicana Field,12
745237,Clear,78,"3 mph, L To R",T-Mobile Park,680
745313,Partly Cloudy,78,"7 mph, Out To CF",Oracle Park,2395
745652,Cloudy,65,"9 mph, Out To RF",Oakland Coliseum,10
745719,Cloudy,76,"5 mph, In From CF",Yankee Stadium,3313
745862,Clear,75,"7 mph, Out To CF",Target Field,3312
746187,Clear,81,"9 mph, R To L",Angel Stadium,1
746321,Unknown,73,"9 mph, L To R",Kauffman Stadium,7
746474,Clear,82,"12 mph, R To L",Comerica Park,2394
746791,Rain,61,"9 mph, Out To CF",Guaranteed Rate Field,4
746943,Partly Cloudy,85,"5 mph, Out To CF",Fenway Park,3
747074,Overcast,72,"1 mph, L To R",Truist Park,4705
744969,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744985,Roof Closed,74,"0 mph, None",Globe Life Field,5325
744997,Roof Closed,74,"0 mph, Calm",Globe Life Field,5325
744998,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745005,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745018,Roof Closed,74,"0 mph, Calm",Globe Life Field,5325
745028,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745029,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745031,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745035,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745578,Partly Cloudy,81,"11 mph, Out To RF",Citizens Bank Park,2681
746137,Clear,69,"8 mph, L To R",Dodger Stadium,22
746208,Clear,78,"10 mph, R To L",Angel Stadium,1
746314,Cloudy,63,"7 mph, In From RF",Kauffman Stadium,7
746486,Sunny,64,"11 mph, Out To LF",Comerica Park,2394
746553,Partly Cloudy,56,"3 mph, L To R",Coors Field,19
747020,Partly Cloudy,88,"4 mph, Out To RF",Oriole Park at Camden Yards,2
745212,Partly Cloudy,63,"4 mph, L To R",T-Mobile Park,680
745295,Clear,69,"16 mph, Out To CF",Oracle Park,2395
745308,Cloudy,61,"10 mph, Varies",Oracle Park,2395
745309,Partly Cloudy,63,"16 mph, Out To CF",Oracle Park,2395
746119,Clear,79,"7 mph, Out To CF",Dodger Stadium,22
746680,Partly Cloudy,85,"2 mph, Out To LF",Great American Ball Park,2602
745077,Dome,72,"0 mph, None",Tropicana Field,12
745458,Partly Cloudy,89,"6 mph, In From LF",PNC Park,31
745832,Cloudy,70,"8 mph, Out To LF",Citi Field,3289
745970,Roof Closed,74,"3 mph, In From RF",American Family Field,32
745985,Sunny,64,"8 mph, In From LF",American Family Field,32
746508,Clear,87,"9 mph, R To L",Coors Field,19
746684,Clear,84,"7 mph, R To L",Great American Ball Park,2602
746760,Overcast,69,"13 mph, L To R",Guaranteed Rate Field,4
746822,Overcast,71,"22 mph, In From RF",Wrigley Field,17
746824,Partly Cloudy,82,"9 mph, Out To RF",Wrigley Field,17
746833,Clear,70,"8 mph, In From RF",Wrigley Field,17
746837,Clear,69,"7 mph, In From CF",Wrigley Field,17
746848,Cloudy,70,"5 mph, L To R",Wrigley Field,17
746857,Cloudy,80,"1 mph, In From RF",Wrigley Field,17
746863,Cloudy,91,"8 mph, Out To CF",Wrigley Field,17
746873,Clear,80,"4 mph, L To R",Wrigley Field,17
746880,Sunny,69,"10 mph, In From LF",Wrigley Field,17
746884,Cloudy,71,"8 mph, In From RF",Wrigley Field,17
746889,Clear,40,"5 mph, In From CF",Wrigley Field,17
746892,Sunny,55,"19 mph, L To R",Wrigley Field,17
747014,Cloudy,91,"7 mph, Out To LF",Oriole Park at Camden Yards,2
745338,Sunny,63,"14 mph, Out To CF",Oracle Park,2395
745428,Sunny,66,"6 mph, L To R",Petco Park,2680
745539,Partly Cloudy,83,"6 mph, Out To CF",Citizens Bank Park,2681
745541,Sunny,96,"8 mph, In From LF",Citizens Bank Park,2681
745548,Partly Cloudy,82,"11 mph, In From LF",Citizens Bank Park,2681
745562,Clear,93,"10 mph, Out To CF",Citizens Bank Park,2681
745576,Partly Cloudy,83,"12 mph, Out To CF",Citizens Bank Park,2681
745587,Cloudy,59,"6 mph, Out To CF",Citizens Bank Park,2681
745769,Cloudy,78,"5 mph, R To L",Citi Field,3289
746069,Roof Closed,72,"0 mph, None",loanDepot park,4169
746268,Cloudy,80,"9 mph, In From RF",Kauffman Stadium,7
747024,Sunny,84,"6 mph, In From LF",Oriole Park at Camden Yards,2
744797,Overcast,76,"10 mph, R To L",Nationals Park,3309
744851,Partly Cloudy,88,"2 mph, Out To LF",Nationals Park,3309
744859,Cloudy,77,"5 mph, Out To LF",Nationals Park,3309
744865,Sunny,71,"5 mph, In From LF",Nationals Park,3309
744869,Overcast,52,"7 mph, In From LF",Nationals Park,3309
745363,Clear,62,"12 mph, Out To CF",Oracle Park,2395
745577,Sunny,74,"7 mph, In From RF",Citizens Bank Park,2681
745681,Cloudy,57,"6 mph, Out To RF",Oakland Coliseum,10
746078,Partly Cloudy,79,"14 mph, In From LF",loanDepot park,4169
746796,Cloudy,55,"17 mph, Out To RF",Guaranteed Rate Field,4
747114,Clear,79,"9 mph, Out To LF",Truist Park,4705
746835,Clear,73,"3 mph, L To R",Wrigley Field,17
744825,Cloudy,95,"5 mph, L To R",Nationals Park,3309
745136,Partly Cloudy,76,"11 mph, In From LF",Busch Stadium,2889
745161,Overcast,86,"13 mph, Out To LF",Busch Stadium,2889
745288,Clear,65,"10 mph, Varies",Oracle Park,2395
745345,Partly Cloudy,57,"13 mph, Out To CF",Oracle Park,2395
745618,Sunny,76,"8 mph, Out To RF",Oakland Coliseum,10
745930,Cloudy,68,"11 mph, L To R",American Family Field,32
745941,Roof Closed,72,"2 mph, L To R",American Family Field,32
745951,Partly Cloudy,74,"8 mph, L To R",American Family Field,32
745977,Partly Cloudy,79,"10 mph, L To R",American Family Field,32
746550,Partly Cloudy,81,"6 mph, Out To RF",Coors Field,19
746667,Cloudy,79,"5 mph, Out To CF",Great American Ball Park,2602
746689,Clear,79,"10 mph, R To L",Great American Ball Park,2602
746700,Partly Cloudy,92,"10 mph, R To L",Great American Ball Park,2602
746706,Cloudy,66,"11 mph, Out To CF",Great American Ball Park,2602
746714,Partly Cloudy,76,"7 mph, In From CF",Great American Ball Park,2602
746718,Cloudy,75,"11 mph, R To L",Great American Ball Park,2602
746732,Overcast,63,"10 mph, R To L",Great American Ball Park,2602
746737,Clear,56,"10 mph, R To L",Great American Ball Park,2602
747081,Sunny,88,"10 mph, R To L",Truist Park,4705
747091,Cloudy,78,"2 mph, L To R",Truist Park,4705
746029,Roof Closed,72,"0 mph, None",loanDepot park,4169
746500,Sunny,82,"5 mph, R To L",Coors Field,19
747146,Roof Closed,78,"0 mph, None",Chase Field,15
747150,Roof Closed,78,"0 mph, None",Chase Field,15
747153,Roof Closed,78,"0 mph, None",Chase Field,15
747155,Roof Closed,76,"0 mph, None",Chase Field,15
747160,Roof Closed,78,"0 mph, None",Chase Field,15
747161,Roof Closed,74,"0 mph, None",Chase Field,15
744960,Roof Closed,74,"0 mph, None",Globe Life Field,5325
745207,Roof Closed,61,"0 mph, None",T-Mobile Park,680
746173,Partly Cloudy,69,"6 mph, Out To CF",Angel Stadium,1
744875,Cloudy,53,"4 mph, In From RF",Nationals Park,3309
745469,Overcast,78,"10 mph, In From CF",PNC Park,31
745470,Sunny,83,"3 mph, In From CF",PNC Park,31
745523,Sunny,54,"3 mph, Out To LF",PNC Park,31
745594,Partly Cloudy,60,"21 mph, L To R",Citizens Bank Park,2681
746774,Clear,78,"8 mph, L To R",Guaranteed Rate Field,4
744926,Sunny,64,"16 mph, Out To RF",Rogers Centre,14
745014,Clear,84,"4 mph, Out To RF",Globe Life Field,5325
745066,Dome,72,"0 mph, None",Tropicana Field,12
745554,Partly Cloudy,83,"7 mph, In From LF",Citizens Bank Park,2681
745948,Roof Closed,76,"10 mph, In From LF",American Family Field,32
746057,Roof Closed,72,"0 mph, None",loanDepot park,4169
746230,Partly Cloudy,71,"4 mph, Out To RF",Angel Stadium,1
746262,Clear,82,"1 mph, Calm",Kauffman Stadium,7
746288,Cloudy,84,"13 mph, R To L",Kauffman Stadium,7
746451,Cloudy,83,"6 mph, R To L",Comerica Park,2394
746585,Sunny,82,"2 mph, Calm",Progressive Field,5
746593,Partly Cloudy,84,"4 mph, L To R",Progressive Field,5
746599,Partly Cloudy,77,"7 mph, In From CF",Progressive Field,5
746603,Clear,74,"5 mph, In From CF",Progressive Field,5
746604,Partly Cloudy,76,"4 mph, In From RF",Progressive Field,5
746607,Partly Cloudy,84,"4 mph, In From RF",Progressive Field,5
746610,Partly Cloudy,80,"6 mph, In From CF",Progressive Field,5
746619,Cloudy,80,"3 mph, Calm",Progressive Field,5
746622,Partly Cloudy,89,"1 mph, L To R",Progressive Field,5
746629,Partly Cloudy,80,"7 mph, L To R",Progressive Field,5
746637,Partly Cloudy,83,"4 mph, In From CF",Progressive Field,5
746644,Overcast,73,"2 mph, R To L",Progressive Field,5
746647,Overcast,53,"7 mph, L To R",Progressive Field,5
746802,Drizzle,53,"12 mph, L To R",Guaranteed Rate Field,4
746973,Cloudy,51,"4 mph, R To L",Fenway Park,3
747125,Partly Cloudy,76,"10 mph, L To R",Truist Park,4705
746009,Roof Closed,64,"0 mph, None",American Family Field,32
746583,Overcast,71,"2 mph, Calm",Progressive Field,5
746662,Partly Cloudy,83,"7 mph, In From LF",Great American Ball Park,2602
746671,Clear,93,"6 mph, Out To LF",Great American Ball Park,2602
744814,Partly Cloudy,71,"10 mph, In From LF",Nationals Park,3309
745305,Sunny,64,"11 mph, Out To CF",Oracle Park,2395
745387,Clear,78,"9 mph, L To R",Petco Park,2680
745417,Cloudy,63,"9 mph, L To R",Petco Park,2680
745511,Cloudy,60,"9 mph, In From CF",PNC Park,31
745593,Clear,72,"12 mph, In From LF",Citizens Bank Park,2681
745661,Clear,64,"13 mph, Out To RF",Oakland Coliseum,10
746141,Overcast,69,"2 mph, Calm",Dodger Stadium,22
746372,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746501,Clear,85,"5 mph, Out To LF",Coors Field,19
746509,Cloudy,80,"7 mph, R To L",Coors Field,19
746522,Cloudy,67,"5 mph, In From CF",Coors Field,19
746526,Partly Cloudy,83,"8 mph, In From CF",Coors Field,19
746529,Partly Cloudy,89,"12 mph, L To R",Coors Field,19
746535,Partly Cloudy,84,"10 mph, In From CF",Coors Field,19
746542,Cloudy,72,"5 mph, Out To LF",Coors Field,19
746561,Sunny,82,"3 mph, Out To LF",Estadio Alfredo Harp Helu,5340
746565,Partly Cloudy,73,"7 mph, L To R",Coors Field,19
746573,Cloudy,56,"7 mph, In From CF",Coors Field,19
746576,Partly Cloudy,75,"10 mph, L To R",Coors Field,19
746688,Partly Cloudy,84,"2 mph, Out To RF",Great American Ball Park,2602
747073,Partly Cloudy,81,"8 mph, L To R",Truist Park,4705
747221,Roof Closed,76,"0 mph, None",Chase Field,15
745044,Dome,72,"0 mph, None",Tropicana Field,12
745179,Sunny,85,"4 mph, Out To LF",Busch Stadium,2889
745276,Clear,53,"8 mph, Out To LF",T-Mobile Park,680
746043,Roof Closed,72,"0 mph, None",loanDepot park,4169
746123,Clear,78,"8 mph, Out To RF",Dodger Stadium,22
746349,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746424,Partly Cloudy,85,"8 mph, Out To LF",Comerica Park,2394
746903,Cloudy,66,"10 mph, In From RF",Fenway Park,3
746904,Partly Cloudy,72,"6 mph, Out To LF",Fenway Park,3
746908,Clear,72,"3 mph, Out To CF",Fenway Park,3
746912,Partly Cloudy,71,"4 mph, Out To LF",Fenway Park,3
746928,Partly Cloudy,72,"4 mph, Out To RF",Fenway Park,3
746934,Partly Cloudy,83,"5 mph, In From LF",Fenway Park,3
746939,Clear,75,"6 mph, Out To CF",Fenway Park,3
746948,Partly Cloudy,75,"6 mph, In From RF",Fenway Park,3
746950,Partly Cloudy,80,"6 mph, Out To LF",Fenway Park,3
746954,Partly Cloudy,62,"3 mph, Out To RF",Fenway Park,3
746958,Partly Cloudy,77,"7 mph, R To L",Fenway Park,3
746962,Clear,69,"7 mph, Out To CF",Fenway Park,3
747002,Clear,86,"3 mph, In From CF",Oriole Park at Camden Yards,2
744885,Roof Closed,68,"0 mph, None",Rogers Centre,14
744886,Partly Cloudy,71,"5 mph, Out To CF",Rogers Centre,14
744889,Clear,76,"8 mph, Out To RF",Rogers Centre,14
744891,Clear,69,"14 mph, Out To CF",Rogers Centre,14
744895,Roof Closed,68,"0 mph, None",Rogers Centre,14
744907,Partly Cloudy,76,"11 mph, In From LF",Rogers Centre,14
744911,Clear,73,"9 mph, Out To CF",Rogers Centre,14
744912,Sunny,79,"6 mph, Out To RF",Rogers Centre,14
744917,Partly Cloudy,72,"11 mph, R To L",Rogers Centre,14
744921,Roof Closed,68,"0 mph, None",Rogers Centre,14
744929,Roof Closed,68,"0 mph, None",Rogers Centre,14
744933,Partly Cloudy,69,"14 mph, Out To LF",Rogers Centre,14
744934,Roof Closed,68,"0 mph, None",Rogers Centre,14
744939,Roof Closed,68,"0 mph, None",Rogers Centre,14
744951,Roof Closed,68,"0 mph, None",Rogers Centre,14
744957,Roof Closed,68,"0 mph, None",Rogers Centre,14
745117,Dome,72,"0 mph, None",Tropicana Field,12
745318,Clear,68,"13 mph, Out To CF",Oracle Park,2395
745434,Sunny,66,"10 mph, L To R",Petco Park,2680
745584,Partly Cloudy,82,"11 mph, Out To RF",Citizens Bank Park,2681
745655,Clear,63,"15 mph, Out To RF",Oakland Coliseum,10
745978,Sunny,87,"10 mph, R To L",American Family Field,32
746407,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746788,Cloudy,66,"6 mph, Out To CF",Guaranteed Rate Field,4
746841,Cloudy,78,"9 mph, In From CF",Wrigley Field,17
746913,Clear,87,"7 mph, In From CF",Fenway Park,3
746941,Partly Cloudy,77,"10 mph, In From LF",Fenway Park,3
747005,Overcast,79,"13 mph, Out To LF",Oriole Park at Camden Yards,2
745653,Sunny,67,"9 mph, Varies",Oakland Coliseum,10
745662,Clear,72,"12 mph, Out To RF",Oakland Coliseum,10
746397,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
745747,Cloudy,69,"6 mph, Varies",Yankee Stadium,3313
746792,Clear,73,"10 mph, In From LF",Guaranteed Rate Field,4
746797,Clear,58,"8 mph, In From CF",Guaranteed Rate Field,4
745830,Sunny,71,"7 mph, Out To LF",Citi Field,3289
745844,Cloudy,43,"11 mph, L To R",Citi Field,3289
746154,Sunny,75,"8 mph, Out To RF",Dodger Stadium,22
746633,Partly Cloudy,83,"4 mph, In From CF",Progressive Field,5
747138,Drizzle,58,"10 mph, L To R",Truist Park,4705
745134,Cloudy,87,"5 mph, In From LF",Busch Stadium,2889
745284,Clear,59,"14 mph, Out To CF",Oracle Park,2395
745364,Partly Cloudy,68,"8 mph, L To R",Petco Park,2680
745368,Sunny,91,"9 mph, L To R",Petco Park,2680
745373,Sunny,77,"8 mph, L To R",Petco Park,2680
745378,Clear,72,"8 mph, L To R",Petco Park,2680
745383,Clear,77,"8 mph, L To R",Petco Park,2680
745413,Partly Cloudy,63,"8 mph, L To R",Petco Park,2680
745423,Partly Cloudy,67,"10 mph, L To R",Petco Park,2680
745424,Cloudy,61,"11 mph, L To R",Petco Park,2680
745433,Clear,68,"5 mph, L To R",Petco Park,2680
745435,Partly Cloudy,61,"9 mph, L To R",Petco Park,2680
745440,Sunny,69,"10 mph, L To R",Petco Park,2680
746002,Roof Closed,71,"0 mph, None",American Family Field,32
746088,Clear,69,"7 mph, Out To RF",Dodger Stadium,22
746516,Sunny,92,"4 mph, R To L",Coors Field,19
746716,Partly Cloudy,83,"9 mph, In From RF",Great American Ball Park,2602
744798,Overcast,69,"6 mph, In From RF",Nationals Park,3309
745527,Cloudy,63,"8 mph, R To L",Citizens Bank Park,2681
745536,Partly Cloudy,83,"10 mph, Out To RF",Citizens Bank Park,2681
745546,Partly Cloudy,83,"13 mph, Out To CF",Citizens Bank Park,2681
745558,Partly Cloudy,89,"11 mph, Out To RF",Citizens Bank Park,2681
745559,Cloudy,86,"13 mph, Out To CF",Citizens Bank Park,2681
745563,Partly Cloudy,89,"8 mph, Out To CF",Citizens Bank Park,2681
745570,Partly Cloudy,84,"9 mph, Out To LF",Citizens Bank Park,2681
745588,Cloudy,51,"7 mph, L To R",Citizens Bank Park,2681
745589,Cloudy,58,"9 mph, In From RF",Citizens Bank Park,2681
745597,Partly Cloudy,77,"11 mph, Out To CF",Citizens Bank Park,2681
745821,Cloudy,71,"9 mph, Out To LF",Citi Field,3289
745877,Partly Cloudy,71,"6 mph, In From LF",Target Field,3312
745933,Clear,73,"8 mph, In From LF",American Family Field,32
746018,Roof Closed,72,"0 mph, None",loanDepot park,4169
746116,Clear,82,"7 mph, Out To LF",Dodger Stadium,22
746458,Partly Cloudy,81,"10 mph, Out To CF",Comerica Park,2394
746556,Overcast,68,"8 mph, R To L",Coors Field,19
746944,Partly Cloudy,79,"11 mph, Out To CF",Fenway Park,3
747084,Partly Cloudy,80,"8 mph, Out To RF",Truist Park,4705
747097,Cloudy,79,"2 mph, Calm",Truist Park,4705
747164,Roof Closed,79,"0 mph, None",Chase Field,15
745519,Clear,59,"7 mph, Out To LF",PNC Park,31
745958,Clear,84,"8 mph, R To L",American Family Field,32
745989,Roof Closed,67,"0 mph, None",American Family Field,32
745998,Roof Closed,73,"0 mph, None",American Family Field,32
746008,Roof Closed,64,"0 mph, None",American Family Field,32
746312,Partly Cloudy,67,"8 mph, R To L",Kauffman Stadium,7
746890,Partly Cloudy,61,"9 mph, In From CF",Wrigley Field,17
746360,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
744822,Overcast,84,"8 mph, In From RF",Nationals Park,3309
745113,Dome,72,"0 mph, None",Tropicana Field,12
745218,Roof Closed,59,"0 mph, Calm",T-Mobile Park,680
745285,Clear,67,"21 mph, Out To CF",Oracle Park,2395
745299,Clear,63,"14 mph, Out To CF",Oracle Park,2395
745307,Overcast,62,"15 mph, Varies",Oracle Park,2395
745314,Partly Cloudy,67,"10 mph, Varies",Oracle Park,2395
745330,Sunny,63,"13 mph, Varies",Oracle Park,2395
745352,Clear,56,"16 mph, Out To CF",Oracle Park,2395
745502,Partly Cloudy,82,"16 mph, Out To CF",PNC Park,31
745621,Partly Cloudy,73,"8 mph, Out To RF",Oakland Coliseum,10
746124,Clear,77,"8 mph, Out To RF",Dodger Stadium,22
746253,Drizzle,64,"10 mph, L To R",Kauffman Stadium,7
746679,Overcast,76,"6 mph, Out To LF",Great American Ball Park,2602
745047,Dome,72,"0 mph, None",Tropicana Field,12
745049,Dome,72,"0 mph, None",Tropicana Field,12
745060,Dome,72,"0 mph, None",Tropicana Field,12
745213,Partly Cloudy,65,"8 mph, In From CF",T-Mobile Park,680
745623,Partly Cloudy,68,"13 mph, Varies",Oakland Coliseum,10
745592,Cloudy,56,"7 mph, Out To CF",Citizens Bank Park,2681
745598,Drizzle,46,"13 mph, R To L",Citizens Bank Park,2681
746725,Partly Cloudy,57,"10 mph, Out To RF",Great American Ball Park,2602
745403,Clear,70,"7 mph, L To R",Petco Park,2680
745617,Partly Cloudy,73,"9 mph, Out To RF",Oakland Coliseum,10
745845,Sunny,57,"6 mph, L To R",Citi Field,3289
745932,Sunny,72,"15 mph, L To R",American Family Field,32
745934,Clear,77,"5 mph, Calm",American Family Field,32
745954,Clear,80,"3 mph, L To R",American Family Field,32
745959,Roof Closed,80,"0 mph, Calm",American Family Field,32
745968,Cloudy,73,"5 mph, In From RF",American Family Field,32
745982,Roof Closed,71,"0 mph, None",American Family Field,32
745991,Roof Closed,71,"0 mph, None",American Family Field,32
745996,Sunny,68,"18 mph, In From CF",American Family Field,32
746000,Roof Closed,63,"0 mph, None",American Family Field,32
746003,Roof Closed,64,"0 mph, None",American Family Field,32
746315,Clear,77,"14 mph, R To L",Kauffman Stadium,7
746392,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746534,Clear,91,"10 mph, In From LF",Coors Field,19
746730,Sunny,92,"5 mph, Varies",Great American Ball Park,2602
747056,Sunny,81,"15 mph, Out To CF",Oriole Park at Camden Yards,2
747086,Partly Cloudy,89,"11 mph, R To L",Truist Park,4705
744809,Partly Cloudy,98,"5 mph, Out To RF",Nationals Park,3309
744919,Clear,70,"10 mph, In From LF",Rogers Centre,14
745074,Dome,72,"0 mph, None",Tropicana Field,12
745610,Clear,66,"14 mph, Out To RF",Oakland Coliseum,10
745692,Partly Cloudy,69,"5 mph, In From CF",Yankee Stadium,3313
745693,Sunny,74,"9 mph, In From LF",Yankee Stadium,3313
745698,Clear,74,"9 mph, R To L",Yankee Stadium,3313
745702,Clear,78,"6 mph, R To L",Yankee Stadium,3313
745714,Partly Cloudy,90,"8 mph, Varies",Yankee Stadium,3313
745717,Cloudy,82,"10 mph, Out To LF",Yankee Stadium,3313
745728,Clear,77,"13 mph, R To L",Yankee Stadium,3313
745740,Cloudy,74,"11 mph, In From RF",Yankee Stadium,3313
745745,Partly Cloudy,70,"9 mph, In From LF",Yankee Stadium,3313
745749,Partly Cloudy,83,"16 mph, Out To RF",Yankee Stadium,3313
745757,Sunny,54,"10 mph, Varies",Yankee Stadium,3313
745762,Partly Cloudy,65,"8 mph, R To L",Yankee Stadium,3313
745909,Clear,71,"7 mph, In From CF",Target Field,3312
746225,Clear,68,"11 mph, Out To CF",Angel Stadium,1
746295,Clear,80,"5 mph, In From RF",Kauffman Stadium,7
746412,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746434,Cloudy,76,"10 mph, R To L",Comerica Park,2394
746929,Partly Cloudy,74,"2 mph, In From RF",Fenway Park,3
746946,Clear,76,"10 mph, L To R",Fenway Park,3
747009,Cloudy,93,"4 mph, Out To RF",Oriole Park at Camden Yards,2
747044,Sunny,89,"5 mph, Out To RF",Oriole Park at Camden Yards,2
745389,Clear,73,"8 mph, L To R",Petco Park,2680
745421,Partly Cloudy,64,"7 mph, L To R",Petco Park,2680
745497,Cloudy,80,"7 mph, In From CF",PNC Park,31
745736,Clear,74,"12 mph, R To L",Yankee Stadium,3313
745818,Clear,81,"14 mph, Out To RF",Citi Field,3289
745924,Partly Cloudy,60,"11 mph, Out To CF",Target Field,3312
746114,Sunny,88,"6 mph, Out To CF",Dodger Stadium,22
746127,Clear,82,"5 mph, L To R",Dodger Stadium,22
746130,Sunny,78,"4 mph, Out To CF",Dodger Stadium,22
746132,Clear,79,"9 mph, Out To CF",Dodger Stadium,22
746143,Clear,62,"6 mph, Out To RF",Dodger Stadium,22
746150,Clear,64,"5 mph, Out To RF",Dodger Stadium,22
746155,Cloudy,61,"6 mph, L To R",Dodger Stadium,22
746158,Clear,62,"6 mph, Out To RF",Dodger Stadium,22
746163,Clear,63,"7 mph, Out To CF",Dodger Stadium,22
744935,Partly Cloudy,74,"9 mph, R To L",Rogers Centre,14
745120,Clear,84,"7 mph, Out To LF",Busch Stadium,2889
745131,Partly Cloudy,76,"15 mph, In From LF",Busch Stadium,2889
745142,Overcast,75,"8 mph, L To R",Busch Stadium,2889
745248,Partly Cloudy,64,"5 mph, Out To RF",T-Mobile Park,680
745863,Partly Cloudy,82,"9 mph, In From RF",Target Field,3312
745917,Partly Cloudy,52,"15 mph, Out To CF",Target Field,3312
745983,Roof Closed,74,"0 mph, None",American Family Field,32
746328,Clear,63,"13 mph, R To L",Kauffman Stadium,7
746460,Clear,85,"8 mph, In From RF",Comerica Park,2394
746617,Partly Cloudy,85,"3 mph, L To R",Progressive Field,5
746655,Cloudy,55,"6 mph, In From RF",Progressive Field,5
746673,Partly Cloudy,82,"5 mph, L To R",Great American Ball Park,2602
746768,Partly Cloudy,84,"9 mph, In From CF",Guaranteed Rate Field,4
746772,Sunny,76,"9 mph, L To R",Guaranteed Rate Field,4
746777,Partly Cloudy,80,"9 mph, Out To RF",Guaranteed Rate Field,4
746799,Cloudy,55,"15 mph, Out To RF",Guaranteed Rate Field,4
746805,Cloudy,69,"5 mph, R To L",Guaranteed Rate Field,4
746809,Cloudy,61,"21 mph, R To L",Guaranteed Rate Field,4
746815,Partly Cloudy,47,"3 mph, L To R",Guaranteed Rate Field,4
746845,Partly Cloudy,77,"10 mph, In From LF",Wrigley Field,17
747187,Roof Closed,77,"0 mph, None",Chase Field,15
744893,Partly Cloudy,70,"11 mph, Out To LF",Rogers Centre,14
745858,Overcast,76,"6 mph, R To L",Target Field,3312
745955,Partly Cloudy,73,"14 mph, Out To LF",American Family Field,32
746038,Roof Closed,72,"0 mph, None",loanDepot park,4169
746661,Partly Cloudy,87,"6 mph, R To L",Great American Ball Park,2602
746666,Partly Cloudy,84,"6 mph, In From LF",Great American Ball Park,2602
746711,Cloudy,80,"11 mph, In From CF",Great American Ball Park,2602
746712,Partly Cloudy,81,"9 mph, Out To LF",Great American Ball Park,2602
746731,Partly Cloudy,57,"7 mph, Out To RF",Great American Ball Park,2602
746739,Cloudy,58,"5 mph, In From LF",Great American Ball Park,2602
744952,Roof Closed,68,"0 mph, None",Rogers Centre,14
745315,Overcast,60,"17 mph, In From CF",Oracle Park,2395
745940,Partly Cloudy,70,"11 mph, In From RF",American Family Field,32
746094,Clear,68,"4 mph, Out To RF",Dodger Stadium,22
746198,Clear,80,"8 mph, R To L",Angel Stadium,1
746512,Partly Cloudy,92,"8 mph, Out To LF",Coors Field,19
746515,Partly Cloudy,95,"2 mph, Out To LF",Coors Field,19
746517,Cloudy,77,"2 mph, In From LF",Coors Field,19
746519,Partly Cloudy,87,"7 mph, In From CF",Coors Field,19
746527,Clear,85,"10 mph, In From LF",Coors Field,19
746533,Partly Cloudy,79,"6 mph, R To L",Coors Field,19
746536,Sunny,94,"8 mph, In From LF",Coors Field,19
746569,Clear,57,"6 mph, Out To LF",Coors Field,19
746779,Sunny,66,"14 mph, L To R",Guaranteed Rate Field,4
746898,Overcast,42,"20 mph, L To R",Wrigley Field,17
745087,Dome,72,"0 mph, None",Tropicana Field,12
745645,Partly Cloudy,63,"10 mph, Varies",Oakland Coliseum,10
745867,Partly Cloudy,81,"8 mph, Out To LF",Target Field,3312
745900,Partly Cloudy,71,"8 mph, R To L",Target Field,3312
746135,Clear,77,"9 mph, L To R",Dodger Stadium,22
746234,Sunny,73,"6 mph, L To R",Angel Stadium,1
746260,Partly Cloudy,86,"10 mph, R To L",Kauffman Stadium,7
746263,Sunny,93,"14 mph, R To L",Kauffman Stadium,7
746270,Clear,84,"12 mph, In From LF",Kauffman Stadium,7
746273,Partly Cloudy,77,"12 mph, L To R",Kauffman Stadium,7
746278,Cloudy,73,"5 mph, Varies",Kauffman Stadium,7
746287,Partly Cloudy,77,"7 mph, In From RF",Kauffman Stadium,7
746290,Sunny,78,"8 mph, R To L",Kauffman Stadium,7
746293,Clear,94,"13 mph, R To L",Kauffman Stadium,7
746316,Sunny,55,"9 mph, L To R",Kauffman Stadium,7
746323,Cloudy,63,"7 mph, L To R",Kauffman Stadium,7
746327,Clear,60,"13 mph, L To R",Kauffman Stadium,7
746333,Sunny,66,"6 mph, In From LF",Kauffman Stadium,7
746353,Roof Closed,73,"0 mph, None",Minute Maid Park,2392
746442,Partly Cloudy,87,"11 mph, In From CF",Comerica Park,2394
746482,Sunny,58,"10 mph, In From LF",Comerica Park,2394
746630,Cloudy,81,"2 mph, Calm",Progressive Field,5
746813,Clear,65,"9 mph, In From LF",Guaranteed Rate Field,4
746930,Partly Cloudy,80,"11 mph, Out To LF",Fenway Park,3
746720,Cloudy,74,"1 mph, Varies",Great American Ball Park,2602
747037,Cloudy,69,"4 mph, Out To LF",Oriole Park at Camden Yards,2
747041,Partly Cloudy,70,"3 mph, Out To LF",Oriole Park at Camden Yards,2
