owner,name,team,own,slots,per_game,rank,signal,etfr,src,vol,inj,ret,xfp_ros,xfp_po,buckets
FA,Ezequiel Tovar,Col,3.5,SS|2B/SS|IF|UTIL|BE|IL,1.32,421.0,drop,55.0,id·vol,2.69,,,58.0,18.0,2B/SS|UTIL
FA,Christian Encarnacion-Strand,Bal,0.2,1B|3B|1B/3B|IF|UTIL|BE|IL,1.5,,stash,,talent_prior·flat↓,,,,58.0,18.0,1B/3B|UTIL
FA,Matt Vierling,Det,0.3,CF|OF|UTIL|BE|IL|RF,1.65,220.0,hold,53.0,id·vol,2.14,,,58.0,18.0,OF|UTIL
FA,Yan Gomes,FA,0.0,C|UTIL|BE|IL,1.48,,stash,,talent_prior·flat↓,,,,57.0,18.0,C|UTIL
FA,Sean Murphy,Atl,0.6,C|UTIL|BE|IL,1.62,,stash,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-07-24,57.0,20.0,C|UTIL
FA,Nathaniel Lowe,Cin,1.0,1B|1B/3B|IF|UTIL|BE|IL|DH,1.79,145.0,hold,48.0,id·vol,1.95,,,57.0,18.0,1B/3B|UTIL
FA,Kevin Kiermaier,FA,0.0,CF|OF|UTIL|BE|IL,1.46,,stash,,talent_prior·flat↓,,,,57.0,18.0,OF|UTIL
FA,Adam Duvall,FA,0.0,LF|OF|UTIL|BE|IL,1.45,,stash,,talent_prior·flat↓,,,,57.0,18.0,OF|UTIL
FA,Tyler Fitzgerald,LAD,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.48,,stash,,talent_prior·flat↓,,,,57.0,18.0,2B/SS|UTIL
FA,Zach McKinstry,Det,3.0,3B|SS|2B/SS|1B/3B|IF|RF|OF|UTIL|BE|IL|2B,1.33,409.0,drop,41.0,id·vol,2.61,,,57.0,18.0,1B/3B|2B/SS|OF|UTIL
FA,Nolan Jones,ChW,0.1,CF|RF|OF|UTIL|BE|IL,1.45,,stash,,talent_prior·flat↓,,,,57.0,18.0,OF|UTIL
FA,Owen Miller,ChC,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.46,,stash,,talent_prior·flat↓,,,,57.0,18.0,2B/SS|UTIL
FA,Jeff McNeil,Oak,5.2,2B|2B/SS|IF|CF|OF|UTIL|BE|IL,1.78,146.0,hold,63.0,id·vol,1.93,,,57.0,18.0,2B/SS|OF|UTIL
FA,Gio Urshela,FA,0.0,3B|1B/3B|IF|UTIL|BE|IL,1.48,,stash,,talent_prior·flat↓,,,,57.0,18.0,1B/3B|UTIL
FA,Christian Bethancourt,ChC,0.0,C|UTIL|BE|IL,1.48,,stash,,talent_prior·flat↓,,,,57.0,18.0,C|UTIL
FA,Jonah Heim,Oak,1.5,C|DH|UTIL|BE|IL,1.59,269.0,drop,34.0,id·vol,2.19,,,57.0,18.0,C|UTIL
FA,J.T. Realmuto,Phi,14.0,C|UTIL|BE|IL,1.54,302.0,drop,48.0,id·vol,2.25,,,57.0,18.0,C|UTIL
FA,Anthony Seigler,Bos,1.9,3B|1B/3B|IF|UTIL|BE|IL|2B|2B/SS,1.4,379.0,hold,16.0,id·vol,2.48,,,57.0,18.0,1B/3B|2B/SS|UTIL
FA,Jon Singleton,FA,0.0,1B|1B/3B|IF|DH|UTIL|BE|IL,1.44,,stash,,talent_prior·flat↓,,,,56.0,18.0,1B/3B|UTIL
FA,Marcus Semien,NYM,36.8,2B|2B/SS|IF|UTIL|BE|IL,1.81,133.0,hold,70.0,id·vol,1.87,,,56.0,17.0,2B/SS|UTIL
FA,Dalton Rushing,LAD,13.4,C|UTIL|BE|IL,1.68,208.0,hold,42.0,id·vol,2.04,,,56.0,18.0,C|UTIL
FA,Andrew Knizner,FA,0.0,C|UTIL|BE|IL,1.44,,stash,,talent_prior·flat↓,,,,56.0,18.0,C|UTIL
FA,J.D. Davis,FA,0.0,1B|3B|1B/3B|IF|UTIL|BE|IL,1.42,,stash,,talent_prior·flat↓,,,,55.0,18.0,1B/3B|UTIL
FA,Cavan Biggio,Hou,0.0,RF|OF|UTIL|BE|IL,1.42,,stash,,talent_prior·flat↓,,,,55.0,18.0,OF|UTIL
FA,Brandon Drury,KC,0.0,1B|1B/3B|IF|DH|UTIL|BE|IL,1.41,,stash,,talent_prior·flat↓,,,,55.0,17.0,1B/3B|UTIL
FA,Chris Taylor,LAA,0.0,LF|OF|UTIL|BE|IL,1.4,,stash,,talent_prior·flat↓,,,,55.0,17.0,OF|UTIL
FA,Akil Baddoo,Mil,0.0,LF|RF|OF|UTIL|BE|IL,1.41,,stash,,talent_prior·flat↓,,,,55.0,17.0,OF|UTIL
FA,Jack Suwinski,LAD,0.0,LF|CF|RF|OF|UTIL|BE|IL,1.42,,stash,,talent_prior·flat↓,,,,55.0,18.0,OF|UTIL
FA,DJ LeMahieu,FA,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.43,,stash,,talent_prior·flat↓,,,,55.0,18.0,2B/SS|UTIL
FA,Bryan De La Cruz,Phi,0.0,LF|OF|UTIL|BE|IL,1.4,,stash,,talent_prior·flat↓,,,,55.0,17.0,OF|UTIL
FA,Austin Martin,Min,0.8,LF|OF|UTIL|BE|IL|RF,1.55,295.0,drop,51.0,id·vol,2.13,,,54.0,17.0,OF|UTIL
FA,Maikel Garcia,KC,67.8,3B|1B/3B|IF|UTIL|BE|IL,1.82,131.0,hold,64.0,id·vol,2.3,TEN_DAY_DL,2026-08-01,54.0,21.0,1B/3B|UTIL
FA,Liover Peguero,Phi,0.0,1B|SS|2B/SS|1B/3B|IF|UTIL|BE|IL,1.39,,stash,,talent_prior·flat↓,,,,54.0,17.0,1B/3B|2B/SS|UTIL
FA,Emmanuel Rivera,FA,0.0,3B|1B/3B|IF|UTIL|BE|IL,1.39,,stash,,talent_prior·flat↓,,,,54.0,17.0,1B/3B|UTIL
FA,Jean Segura,Bal,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.39,,stash,,talent_prior·flat↓,,,,54.0,17.0,2B/SS|UTIL
FA,Matt McLain,Cin,6.1,2B|2B/SS|IF|UTIL|BE|IL|SS,1.6,257.0,hold,59.0,id·vol,2.17,TEN_DAY_DL,2026-07-21,54.0,18.0,2B/SS|UTIL
FA,Noelvi Marte,Cin,6.6,3B|1B/3B|IF|RF|OF|UTIL|BE|IL,1.57,284.0,hold,26.0,id·vol,2.08,,,54.0,17.0,1B/3B|OF|UTIL
FA,Victor Caratini,Min,2.9,C|DH|UTIL|BE|IL|1B|1B/3B|IF,1.58,271.0,drop,50.0,id·vol,2.08,,,54.0,17.0,1B/3B|C|UTIL
FA,Jorge Polanco,NYM,6.8,2B|2B/SS|IF|DH|UTIL|BE|IL,1.54,306.0,hold,15.0,id·vol,2.13,,,54.0,17.0,2B/SS|UTIL
FA,Jonah Bride,Tex,0.0,3B|1B/3B|IF|UTIL|BE|IL,1.38,,stash,,talent_prior·flat↓,,,,53.0,17.0,1B/3B|UTIL
FA,Garrett Cooper,Atl,0.0,1B|1B/3B|IF|DH|UTIL|BE|IL,1.36,,stash,,talent_prior·flat↓,,,,53.0,16.0,1B/3B|UTIL
FA,Tyler Stephenson,Cin,2.1,C|UTIL|BE|IL,1.58,274.0,drop,50.0,id·vol,2.05,,,53.0,17.0,C|UTIL
FA,Andres Gimenez,Tor,9.2,2B|2B/SS|IF|UTIL|BE|IL|SS,1.53,308.0,drop,58.0,name·vol,2.08,,,53.0,16.0,2B/SS|UTIL
FA,Seth Brown,NYY,0.0,LF|OF|UTIL|BE|IL,1.36,,stash,,talent_prior·flat↓,,,,53.0,16.0,OF|UTIL
FA,Elehuris Montero,Col,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.36,,stash,,talent_prior·flat↓,,,,53.0,16.0,1B/3B|UTIL
FA,Victor Mesa Jr.,TB,0.1,LF|CF|RF|OF|UTIL|BE|IL,1.68,206.0,hold,21.0,id·vol,1.9,,,53.0,16.0,OF|UTIL
FA,Matt Carpenter,FA,0.0,DH|UTIL|BE|IL,1.35,,stash,,talent_prior·flat↓,,,,53.0,16.0,UTIL
FA,Brian Anderson,Atl,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.37,,stash,,talent_prior·flat↓,,,,53.0,17.0,1B/3B|UTIL
FA,Jonny DeLuca,TB,0.4,CF|OF|UTIL|BE|IL|RF,1.62,237.0,hold,36.0,id·vol,1.96,,,52.0,16.0,OF|UTIL
FA,Kristian Campbell,Bos,0.4,2B|2B/SS|IF|UTIL|BE|IL,1.34,,stash,,talent_prior·flat↓,,,,52.0,16.0,2B/SS|UTIL
FA,Jace Peterson,Ari,0.0,SS|2B/SS|IF|UTIL|BE|IL,1.34,,stash,,talent_prior·flat↓,,,,52.0,16.0,2B/SS|UTIL
FA,Marcell Ozuna,Pit,4.0,DH|UTIL|BE|IL,1.43,368.0,drop,43.0,id·vol,2.21,,,52.0,16.0,UTIL
FA,Carson Kelly,ChC,11.1,C|UTIL|BE|IL,1.51,317.0,drop,46.0,id·vol,2.07,,,52.0,16.0,C|UTIL
FA,Trey Mancini,LAA,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.33,,stash,,talent_prior·flat↓,,,,52.0,16.0,1B/3B|UTIL
FA,Brendan Donovan,Sea,39.9,2B|2B/SS|IF|UTIL|BE|IL|3B|1B/3B,1.88,101.0,hold,23.0,id·vol,1.97,TEN_DAY_DL,2026-07-28,52.0,19.0,1B/3B|2B/SS|UTIL
FA,Wade Meckler,LAA,0.8,LF|CF|OF|UTIL|BE|IL,1.6,256.0,hold,27.0,id·vol,1.92,,,51.0,16.0,OF|UTIL
FA,Blake Sabol,TB,0.0,C|UTIL|BE|IL,1.32,,stash,,talent_prior·flat↓,,,,51.0,16.0,C|UTIL
FA,Paul DeJong,NYY,0.0,3B|1B/3B|IF|UTIL|BE|IL,1.3,,stash,,talent_prior·flat↓,,,,51.0,15.0,1B/3B|UTIL
FA,Matt Thaiss,Bos,0.0,C|UTIL|BE|IL,1.31,,stash,,talent_prior·flat↓,,,,51.0,16.0,C|UTIL
FA,Kahlil Watson,Cle,0.9,LF|CF|RF|OF|UTIL|BE|IL,1.42,369.0,hold,14.0,id·vol,2.17,,,51.0,16.0,OF|UTIL
FA,Mitch Haniger,FA,0.0,RF|OF|UTIL|BE|IL,1.3,,stash,,talent_prior·flat↓,,,,51.0,15.0,OF|UTIL
FA,Josh Lowe,LAA,0.8,RF|OF|UTIL|BE|IL|LF|CF,1.54,307.0,drop,35.0,id·vol,2.01,,,51.0,16.0,OF|UTIL
FA,Brett Wisely,Atl,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.3,,stash,,talent_prior·flat↓,,,,51.0,15.0,2B/SS|UTIL
FA,Dylan Carlson,ChC,0.0,LF|OF|UTIL|BE|IL,1.31,,stash,,talent_prior·flat↓,,,,51.0,16.0,OF|UTIL
FA,Dominic Fletcher,Pit,0.0,CF|RF|OF|UTIL|BE|IL,1.29,,stash,,talent_prior·flat↓,,,,50.0,15.0,OF|UTIL
FA,Michael Toglia,Cin,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.28,,stash,,talent_prior·flat↓,,,,50.0,15.0,1B/3B|UTIL
FA,Blaze Jordan,StL,2.7,1B|3B|1B/3B|IF|UTIL|BE|IL,1.68,207.0,hold,17.0,id·vol,1.79,,,50.0,16.0,1B/3B|UTIL
FA,Jacob Stallings,FA,0.0,C|UTIL|BE|IL,1.29,,stash,,talent_prior·flat↓,,,,50.0,15.0,C|UTIL
FA,Ben Williamson,TB,0.3,3B|1B/3B|IF|UTIL|BE|IL|2B|2B/SS|SS|P|RP,1.44,355.0,drop,40.0,id·vol,2.12,,,50.0,16.0,1B/3B|2B/SS|UTIL
FA,Joe Mack,Mia,1.5,C|DH|UTIL|BE|IL,1.61,249.0,drop,34.0,id·vol,1.9,,,50.0,16.0,C|UTIL
FA,Drew Waters,KC,0.0,LF|CF|RF|OF|UTIL|BE|IL,1.29,,stash,,talent_prior·flat↓,,,,50.0,15.0,OF|UTIL
FA,Brandon Crawford,FA,0.0,SS|2B/SS|IF|UTIL|BE|IL,1.28,,stash,,talent_prior·flat↓,,,,50.0,15.0,2B/SS|UTIL
FA,Justyn-Henry Malloy,TB,0.0,RF|OF|DH|UTIL|BE|IL,1.29,,stash,,talent_prior·flat↓,,,,50.0,15.0,OF|UTIL
FA,Joey Wendle,Atl,0.0,2B|2B/SS|IF|UTIL|BE|IL,1.27,,stash,,talent_prior·flat↓,,,,49.0,15.0,2B/SS|UTIL
FA,Gabriel Rincones Jr.,Phi,0.1,RF|OF|DH|UTIL|BE|IL,1.45,353.0,hold,13.0,id·vol,2.08,,,49.0,15.0,OF|UTIL
FA,Luke Raley,Sea,6.7,1B|1B/3B|IF|RF|OF|UTIL|BE|IL,1.52,313.0,hold,48.0,id·vol,1.96,,,49.0,15.0,1B/3B|OF|UTIL
FA,Michael A. Taylor,FA,0.0,LF|CF|RF|OF|UTIL|BE|IL,1.27,,stash,,talent_prior·flat↓,,,,49.0,15.0,OF|UTIL
FA,Zack Gelof,Oak,18.6,2B|2B/SS|IF|UTIL|BE|IL|OF|CF|3B|1B/3B,1.69,198.0,hold,50.0,id·vol,1.82,TEN_DAY_DL,2026-07-20,49.0,16.0,1B/3B|2B/SS|OF|UTIL
FA,Matt Chapman,SF,54.1,3B|1B/3B|IF|UTIL|BE|IL,1.53,311.0,drop,65.0,id·vol,2.16,TEN_DAY_DL,2026-07-24,49.0,17.0,1B/3B|UTIL
FA,Dylan Beavers,Bal,0.9,LF|RF|OF|UTIL|BE|IL,1.48,335.0,drop,27.0,id·vol,2.02,,,49.0,15.0,OF|UTIL
FA,Joey Gallo,FA,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.23,,stash,,talent_prior·flat↓,,,,48.0,15.0,1B/3B|UTIL
FA,Garrett Hampson,Cin,0.0,LF|OF|UTIL|BE|IL,1.24,,stash,,talent_prior·flat↓,,,,48.0,15.0,OF|UTIL
FA,Jackson Holliday,Bal,26.4,2B|2B/SS|IF|UTIL|BE|IL,1.51,318.0,hold,26.0,id·vol,1.94,,,48.0,15.0,2B/SS|UTIL
FA,Jose Herrera,Tex,0.0,C|UTIL|BE|IL,1.24,,stash,,talent_prior·flat↓,,,,48.0,15.0,C|UTIL
FA,Ryan Noda,Bal,0.0,1B|1B/3B|IF|RF|OF|UTIL|BE|IL,1.23,,stash,,talent_prior·flat↓,,,,48.0,15.0,1B/3B|OF|UTIL
FA,Michael Siani,Bal,0.0,CF|OF|UTIL|BE|IL,1.24,,stash,,talent_prior·flat↓,,,,48.0,15.0,OF|UTIL
FA,Edwin Arroyo,Cin,0.6,SS|2B/SS|IF|UTIL|BE|IL|2B,1.38,389.0,hold,18.0,id·vol,2.1,,,48.0,15.0,2B/SS|UTIL
FA,Gavin Lux,TB,0.5,LF|OF|DH|UTIL|BE|IL,1.56,,stash,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-07-31,48.0,19.0,OF|UTIL
FA,Ryan Mountcastle,Bal,0.3,1B|1B/3B|IF|DH|UTIL|BE|IL,1.57,,stash,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-08-01,48.0,19.0,1B/3B|UTIL
FA,Alexander Canario,FA,0.0,LF|CF|RF|OF|UTIL|BE|IL,1.21,,stash,,talent_prior·flat↓,,,,47.0,15.0,OF|UTIL
FA,Austin Wells,NYY,6.1,C|UTIL|BE|IL,1.4,380.0,drop,38.0,id·vol,2.02,,,47.0,15.0,C|UTIL
FA,Anthony Volpe,NYY,3.5,SS|2B/SS|IF|UTIL|BE|IL,1.38,390.0,hold,26.0,id·vol,2.07,,,47.0,15.0,2B/SS|UTIL
FA,Leody Taveras,Bal,0.9,CF|RF|OF|UTIL|BE|IL,1.4,381.0,drop,49.0,id·vol,2.04,,,47.0,15.0,OF|UTIL
FA,Korey Lee,ChW,0.0,C|UTIL|BE|IL,1.2,,stash,,talent_prior·flat↓,,,,46.0,15.0,C|UTIL
FA,Ben Rortvedt,NYM,0.0,C|UTIL|BE|IL,1.19,,stash,,talent_prior·flat↓,,,,46.0,14.0,C|UTIL
FA,Taylor Walls,TB,0.3,SS|2B/SS|IF|UTIL|BE|IL,1.19,449.0,drop,39.0,id·vol,2.35,,,46.0,14.0,2B/SS|UTIL
FA,Nick Ahmed,FA,0.0,SS|2B/SS|IF|UTIL|BE|IL,1.18,,stash,,talent_prior·flat↓,,,,46.0,14.0,2B/SS|UTIL
FA,Mike Yastrzemski,Atl,1.3,RF|OF|UTIL|BE|IL|LF,1.63,233.0,hold,51.0,id·vol,1.8,TEN_DAY_DL,2026-07-21,46.0,15.0,OF|UTIL
FA,Luis Robert Jr.,NYM,15.4,CF|OF|UTIL|BE|IL,1.67,212.0,hold,20.0,id·vol,1.68,SIXTY_DAY_DL,2026-07-18,46.0,14.0,OF|UTIL
FA,Andruw Monasterio,Bos,0.2,SS|2B/SS|IF|UTIL|BE|IL|DH|2B,1.71,188.0,hold,35.0,id·vol,1.65,,,46.0,14.0,2B/SS|UTIL
FA,Dominic Smith,Atl,2.6,1B|1B/3B|IF|UTIL|BE|IL|DH,1.57,282.0,hold,45.0,id·vol,1.77,,,46.0,14.0,1B/3B|UTIL
FA,Yohendrick Pinango,Tor,0.2,LF|RF|OF|DH|UTIL|BE|IL,1.62,245.0,hold,31.0,name·vol,1.7,,,45.0,14.0,OF|UTIL
FA,Richie Palacios,TB,0.4,2B|2B/SS|IF|LF|OF|UTIL|BE|IL,1.55,298.0,drop,42.0,id·vol,1.78,,,45.0,14.0,2B/SS|OF|UTIL
FA,Colt Emerson,Sea,8.0,SS|2B/SS|IF|UTIL|BE|IL|3B|1B/3B,1.32,414.0,hold,26.0,id·vol,2.07,,,45.0,14.0,1B/3B|2B/SS|UTIL
FA,Max Muncy,Oak,2.5,2B|3B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.32,415.0,drop,28.0,id·vol,2.06,,,45.0,14.0,1B/3B|2B/SS|UTIL
FA,Jorbit Vivas,Wsh,0.1,2B|3B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.5,326.0,drop,38.0,id·vol,1.81,,,45.0,14.0,1B/3B|2B/SS|UTIL
FA,Jose Fermin,StL,0.2,2B|2B/SS|IF|UTIL|BE|IL|OF|LF|CF|3B|1B/3B,1.56,287.0,drop,34.0,name·vol,1.74,,,45.0,14.0,1B/3B|2B/SS|OF|UTIL
FA,Drew Gilbert,SF,0.2,RF|OF|UTIL|BE|IL|CF|LF,1.62,239.0,hold,43.0,id·vol,1.68,,,45.0,14.0,OF|UTIL
FA,Coby Mayo,Bal,1.1,1B|1B/3B|IF|UTIL|BE|IL|3B|DH,1.39,384.0,drop,42.0,id·vol,1.93,,,44.0,14.0,1B/3B|UTIL
FA,Austin Barnes,NYM,0.0,C|UTIL|BE|IL,1.15,,stash,,talent_prior·flat↓,,,,44.0,14.0,C|UTIL
FA,Brandon Valenzuela,Tor,1.5,C|DH|UTIL|BE|IL,1.64,222.0,hold,38.0,id·vol,1.64,,,44.0,14.0,C|UTIL
FA,Jeremiah Jackson,Bal,6.4,3B|1B/3B|IF|RF|OF|UTIL|BE|IL|2B|2B/SS,1.79,143.0,hold,46.0,id·vol,1.49,,,44.0,14.0,1B/3B|2B/SS|OF|UTIL
FA,Daniel Schneemann,Cle,2.1,2B|3B|2B/SS|1B/3B|IF|CF|OF|UTIL|BE|IL,1.25,443.0,drop,39.0,id·vol,2.12,,,44.0,14.0,1B/3B|2B/SS|OF|UTIL
FA,Edouard Julien,Col,0.3,1B|2B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.39,385.0,drop,41.0,id·vol,1.92,,,44.0,14.0,1B/3B|2B/SS|UTIL
FA,Victor Robles,Sea,0.2,RF|OF|UTIL|BE|IL|CF,1.72,178.0,hold,23.0,id·vol,1.56,,,44.0,14.0,OF|UTIL
FA,Nick Pratto,Tex,0.0,1B|1B/3B|IF|UTIL|BE|IL,1.11,,stash,,talent_prior·flat↓,,,,43.0,13.0,1B/3B|UTIL
FA,Logan O'Hoppe,LAA,1.9,C|UTIL|BE|IL,1.17,454.0,drop,33.0,id·vol,2.23,,,43.0,13.0,C|UTIL
FA,Luis Rengifo,SD,0.5,2B|3B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.6,261.0,drop,41.0,id·vol,1.63,,,43.0,13.0,1B/3B|2B/SS|UTIL
FA,Josh Smith,Tex,1.3,1B|3B|SS|2B/SS|1B/3B|IF|UTIL|BE|IL|2B,1.32,416.0,drop,22.0,id·vol,1.94,,,42.0,13.0,1B/3B|2B/SS|UTIL
FA,Max Kepler,Ari,0.1,LF|RF|OF|UTIL|BE|IL,1.73,,stash,,talent_prior·vol,1.47,,,42.0,13.0,OF|UTIL
FA,Hao-Yu Lee,Det,0.2,2B|3B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.44,360.0,drop,28.0,id·vol,1.78,,,42.0,13.0,1B/3B|2B/SS|UTIL
FA,Ryan Vilade,TB,0.2,LF|RF|OF|UTIL|BE|IL|1B|1B/3B|IF,1.76,160.0,hold,35.0,id·vol,1.45,,,42.0,13.0,1B/3B|OF|UTIL
FA,Riley Adams,Wsh,0.0,C|UTIL|BE|IL,1.1,,stash,,talent_prior·flat↓,,,,42.0,13.0,C|UTIL
FA,Jose Fernandez,Ari,1.1,SS|2B/SS|IF|UTIL|BE|IL|DH|1B|1B/3B|3B,1.74,165.0,hold,37.0,id·vol,1.47,,,42.0,13.0,1B/3B|2B/SS|UTIL
FA,Jacob Gonzalez,Pit,1.3,2B|SS|2B/SS|IF|UTIL|BE|IL|1B|1B/3B,1.57,283.0,drop,18.0,id·vol,1.64,,,42.0,13.0,1B/3B|2B/SS|UTIL
FA,Ke'Bryan Hayes,Cin,0.4,3B|1B/3B|IF|UTIL|BE|IL,1.59,267.0,drop,27.0,id·vol,1.61,,,42.0,13.0,1B/3B|UTIL
FA,Amed Rosario,NYY,0.8,2B|3B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.73,175.0,hold,35.0,id·vol,1.46,,,42.0,13.0,1B/3B|2B/SS|UTIL
FA,Alejandro Osuna,Tex,0.1,LF|RF|OF|UTIL|BE|IL|CF,1.31,423.0,drop,30.0,id·vol,1.94,,,42.0,13.0,OF|UTIL
FA,Rhys Hoskins,Cle,1.5,1B|1B/3B|IF|UTIL|BE|IL|DH,1.3,429.0,drop,41.0,id·vol,1.93,,,41.0,13.0,1B/3B|UTIL
FA,Samad Taylor,SD,2.2,2B|2B/SS|IF|CF|OF|UTIL|BE|IL|LF,1.46,348.0,hold,18.0,id·vol,1.69,TEN_DAY_DL,2026-07-18,41.0,13.0,2B/SS|OF|UTIL
FA,Sung-Mun Song,SD,0.5,3B|1B/3B|IF|UTIL|BE|IL|2B|2B/SS,1.63,231.0,hold,20.0,id·vol,1.54,,,41.0,13.0,1B/3B|2B/SS|UTIL
FA,Pavin Smith,Ari,0.1,1B|1B/3B|IF|DH|UTIL|BE|IL,1.49,333.0,drop,16.0,id·vol,1.67,,,41.0,13.0,1B/3B|UTIL
FA,Justin Foscue,Tex,0.3,1B|2B|2B/SS|1B/3B|IF|UTIL|BE|IL,1.81,134.0,hold,27.0,id·vol,1.33,,,40.0,12.0,1B/3B|2B/SS|UTIL
FA,Carlos Narvaez,Bos,1.1,C|UTIL|BE|IL,1.35,403.0,drop,29.0,name·vol,1.81,,,40.0,13.0,C|UTIL
FA,Leo Jimenez,Mia,0.1,2B|2B/SS|IF|UTIL|BE|IL|3B|1B/3B,1.53,310.0,drop,23.0,name·vol,1.6,,,40.0,13.0,1B/3B|2B/SS|UTIL
FA,Michael Conforto,ChC,0.5,LF|OF|UTIL|BE|IL|DH|RF,1.59,266.0,hold,31.0,id·vol,1.5,,,39.0,12.0,OF|UTIL
FA,Gary Sanchez,Mil,2.4,C|UTIL|BE|IL|DH,1.64,225.0,hold,35.0,name·vol,1.44,,,39.0,12.0,C|UTIL
FA,Connor Wong,Bos,0.3,C|UTIL|BE|IL,1.63,232.0,hold,27.0,id·vol,1.46,,,39.0,12.0,C|UTIL
FA,LaMonte Wade Jr.,Hou,0.1,1B|1B/3B|IF|RF|OF|UTIL|BE|IL|LF,1.55,,stash,,talent_prior·vol,1.52,,,39.0,12.0,1B/3B|OF|UTIL
FA,Adrian Del Castillo,Ari,0.1,DH|UTIL|BE|IL|C,1.58,277.0,hold,31.0,id·vol,1.47,,,38.0,12.0,C|UTIL
FA,Tim Anderson,FA,0.0,2B|SS|2B/SS|IF|UTIL|BE|IL,0.98,,stash,,talent_prior·flat↓,,,,38.0,12.0,2B/SS|UTIL
FA,Bryan Torres,StL,0.2,2B|2B/SS|IF|LF|RF|OF|UTIL|BE|IL,1.67,210.0,hold,15.0,id·vol,1.39,,,38.0,12.0,2B/SS|OF|UTIL
FA,Trevor Story,Bos,10.5,SS|2B/SS|IF|UTIL|BE|IL,1.42,373.0,drop,30.0,id·vol,1.82,SIXTY_DAY_DL,2026-07-24,38.0,13.0,2B/SS|UTIL
FA,Tyler O'Neill,Bal,0.6,RF|OF|UTIL|BE|IL,1.61,246.0,hold,34.0,id·vol,1.41,,,37.0,12.0,OF|UTIL
FA,Nick Fortes,TB,1.6,C|UTIL|BE|IL,1.46,347.0,drop,40.0,id·vol,1.54,,,37.0,12.0,C|UTIL
FA,Brady House,Wsh,0.7,3B|1B/3B|IF|UTIL|BE|IL,1.19,450.0,drop,25.0,id·vol,1.88,,,37.0,11.0,1B/3B|UTIL
FA,Edmundo Sosa,Phi,0.4,2B|3B|2B/SS|1B/3B|IF|UTIL|BE|IL|LF|OF|SS,1.73,172.0,hold,34.0,id·vol,1.29,,,37.0,11.0,1B/3B|2B/SS|OF|UTIL
FA,Nelson Velazquez,StL,0.2,RF|OF|DH|UTIL|BE|IL|LF,1.72,177.0,hold,13.0,name·vol,1.31,,,37.0,12.0,OF|UTIL
FA,Ryan McMahon,NYY,1.0,3B|1B/3B|IF|UTIL|BE|IL,1.32,419.0,drop,36.0,id·vol,1.7,,,37.0,11.0,1B/3B|UTIL
FA,Jesus Sanchez,Tor,2.0,LF|RF|OF|UTIL|BE|IL,1.65,219.0,hold,47.0,name·vol,1.37,TEN_DAY_DL,2026-07-20,36.0,12.0,OF|UTIL
FA,Oswald Peraza,LAA,1.4,3B|1B/3B|IF|UTIL|BE|IL|2B|2B/SS,1.11,458.0,drop,37.0,id·vol,1.98,,,36.0,11.0,1B/3B|2B/SS|UTIL
FA,Jose Tena,Wsh,0.1,3B|1B/3B|IF|UTIL|BE|IL|DH,1.5,325.0,hold,34.0,name·vol,1.46,,,36.0,11.0,1B/3B|UTIL
FA,Henry Davis,Pit,0.6,C|UTIL|BE|IL,1.28,433.0,drop,29.0,id·vol,1.68,,,35.0,11.0,C|UTIL
FA,Endy Rodriguez,Pit,0.9,C|1B|1B/3B|IF|UTIL|BE|IL,1.62,238.0,hold,24.0,name·vol,1.37,TEN_DAY_DL,2026-07-20,35.0,11.0,1B/3B|C|UTIL
FA,David Hamilton,Mil,0.9,2B|2B/SS|IF|UTIL|BE|IL|3B|1B/3B|SS,1.63,234.0,hold,47.0,id·vol,1.44,TEN_DAY_DL,2026-07-24,35.0,12.0,1B/3B|2B/SS|UTIL
FA,Connor Norby,Mia,0.7,3B|1B/3B|IF|UTIL|BE|IL|1B|DH,1.3,428.0,drop,36.0,id·vol,1.62,,,35.0,11.0,1B/3B|UTIL
FA,Moises Ballesteros,ChC,1.9,DH|UTIL|BE|IL,1.98,67.0,hold,42.0,name·vol,1.06,,,35.0,11.0,UTIL
FA,Mickey Gasper,Bos,0.1,C|UTIL|BE|IL|DH,1.54,301.0,drop,22.0,id·vol,1.38,,,35.0,11.0,C|UTIL
