owner,name,team,own,slots,per_game,rank,signal,etfr,src,vol,inj,ret,xfp_ros,xfp_po,buckets,k
FA,Blaze Alexander,Bal,3.4,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '2B', '2B/SS', 'OF', 'SS']",1.61,241.0,hold,8.0,id·vol,1.34,TEN_DAY_DL,2026-08-28,13.0,7.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",blaze alexander
FA,Joey Ortiz,Mil,3.3,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.65,210.0,hold,11.0,id·vol,2.32,,,27.0,16.0,"{'2B/SS', 'UTIL', '1B/3B'}",joey ortiz
FA,Luis Rengifo,SD,3.3,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'LF', 'OF']",1.61,240.0,hold,12.0,id·vol,2.91,,,32.0,19.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",luis rengifo
FA,Jordan Lawlar,Ari,3.2,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'OF', 'CF', 'LF']",1.42,373.0,drop,2.0,id·vol,1.85,,,18.0,11.0,"{'UTIL', '1B/3B', 'OF'}",jordan lawlar
FA,Jake Cronenworth,SD,3.2,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.4,384.0,drop,9.0,id·vol,3.31,,,32.0,19.0,"{'2B/SS', 'UTIL'}",jake cronenworth
FA,Zach McKinstry,Det,3.1,"['3B', 'SS', '2B/SS', '1B/3B', 'IF', 'RF', 'OF', 'UTIL', 'BE', 'IL', '2B']",1.36,406.0,drop,10.0,id·vol,2.59,,,24.0,14.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",zach mckinstry
FA,Kaelen Culpepper,Min,3.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.54,292.0,drop,2.0,id·vol,2.13,,,23.0,13.0,"{'2B/SS', 'UTIL'}",kaelen culpepper
FA,Carlos Cortes,Oak,3.0,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'DH', 'LF', 'P', 'RP']",1.85,103.0,hold,12.0,id·vol,2.12,,,27.0,16.0,"{'UTIL', 'OF'}",carlos cortes
FA,Ezequiel Tovar,Col,2.9,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.26,454.0,drop,11.0,id·vol,2.56,,,22.0,13.0,"{'2B/SS', 'UTIL'}",ezequiel tovar
FA,Heriberto Hernandez,Mia,2.9,"['LF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.82,111.0,hold,14.0,id·vol,2.95,,,37.0,22.0,"{'UTIL', 'OF'}",heriberto hernandez
FA,Kyle Karros,Col,2.8,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.56,279.0,hold,13.0,id·vol,2.39,SEVEN_DAY_DL,2026-08-30,20.0,12.0,"{'UTIL', '1B/3B'}",kyle karros
FA,Javier Baez,Det,2.8,"['3B', 'SS', '2B/SS', '1B/3B', 'IF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",1.33,426.0,drop,4.0,id·vol,2.15,,,20.0,12.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",javier baez
FA,Joc Pederson,Tex,2.7,"['DH', 'UTIL', 'BE', 'IL']",1.87,93.0,hold,15.0,id·vol,2.27,,,30.0,17.0,{'UTIL'},joc pederson
FA,Brett Baty,NYM,2.6,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'RF', 'OF', '1B']",1.29,441.0,drop,11.0,id·vol,2.28,,,20.0,12.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",brett baty
FA,Tristan Peters,ChW,2.5,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.73,155.0,hold,14.0,id·vol,2.15,,,26.0,15.0,"{'UTIL', 'OF'}",tristan peters
FA,Jonah Heim,Oak,2.5,"['C', 'DH', 'UTIL', 'BE', 'IL']",1.51,308.0,drop,10.0,id·vol,2.58,,,27.0,16.0,"{'C', 'UTIL'}",jonah heim
FA,Lars Nootbaar,Ari,2.5,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.76,138.0,hold,8.0,id·vol,2.56,,,31.0,18.0,"{'UTIL', 'OF'}",lars nootbaar
FA,Cooper Pratt,Mil,2.5,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.52,304.0,drop,5.0,id·vol,2.0,,,21.0,12.0,"{'2B/SS', 'UTIL'}",cooper pratt
FA,Christian Encarnacion-Strand,Bal,2.4,"['1B', '3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.6,246.0,hold,4.0,id·vol,2.24,,,25.0,15.0,"{'UTIL', '1B/3B'}",christian encarnacion strand
FA,Jasson Dominguez,NYY,2.4,"['LF', 'OF', 'UTIL', 'BE', 'IL', 'RF', 'DH']",1.67,203.0,hold,8.0,id·vol,2.1,,,24.0,14.0,"{'UTIL', 'OF'}",jasson dominguez
FA,Joey Wiemer,FA,2.4,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'CF']",1.51,310.0,hold,3.0,id·vol,1.03,,,11.0,6.0,"{'UTIL', 'OF'}",joey wiemer
FA,Owen Caissie,Mia,2.4,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'DH']",1.38,396.0,drop,9.0,id·vol,2.08,,,20.0,12.0,"{'UTIL', 'OF'}",owen caissie
FA,Vaughn Grissom,LAA,2.4,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '1B', '1B/3B', '3B']",1.45,353.0,drop,10.0,id·vol,2.98,,,30.0,18.0,"{'2B/SS', 'UTIL', '1B/3B'}",vaughn grissom
FA,Cedric Mullins,TB,2.3,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.7,167.0,hold,15.0,id·vol,2.87,,,34.0,20.0,"{'UTIL', 'OF'}",cedric mullins
FA,Anthony Volpe,NYY,2.3,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.32,431.0,drop,5.0,id·vol,1.58,,,14.0,9.0,"{'2B/SS', 'UTIL'}",anthony volpe
FA,Jesus Made,Mil,2.3,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",jesus made
FA,Kyle Manzardo,Cle,2.2,"['1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.47,339.0,drop,11.0,id·vol,1.91,,,19.0,11.0,"{'UTIL', '1B/3B'}",kyle manzardo
FA,Jacob Young,Wsh,2.2,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.65,209.0,hold,14.0,id·vol,2.72,,,31.0,18.0,"{'UTIL', 'OF'}",jacob young
FA,Gary Sanchez,Mil,2.1,"['C', 'UTIL', 'BE', 'IL', 'DH']",1.56,280.0,drop,8.0,id·vol,1.6,,,17.0,10.0,"{'C', 'UTIL'}",gary sanchez
FA,Nick Fortes,TB,2.0,"['C', 'UTIL', 'BE', 'IL']",1.45,351.0,drop,8.0,id·vol,1.35,,,14.0,8.0,"{'C', 'UTIL'}",nick fortes
FA,Luis Lara,Mil,2.0,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.62,235.0,hold,4.0,id·vol,2.37,,,27.0,16.0,"{'UTIL', 'OF'}",luis lara
FA,Mickey Gasper,Bos,2.0,"['C', 'UTIL', 'BE', 'IL', 'DH']",1.67,197.0,hold,5.0,id·vol,1.68,,,19.0,11.0,"{'C', 'UTIL'}",mickey gasper
FA,Dominic Smith,Atl,2.0,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'DH']",1.46,347.0,hold,9.0,id·vol,1.4,,,14.0,8.0,"{'UTIL', '1B/3B'}",dominic smith
FA,Evan Carter,Tex,2.0,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.63,225.0,hold,13.0,id·vol,2.5,,,28.0,17.0,"{'UTIL', 'OF'}",evan carter
FA,Ryan Waldschmidt,Ari,1.9,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.32,428.0,drop,6.0,id·vol,2.54,,,23.0,14.0,"{'UTIL', 'OF'}",ryan waldschmidt
FA,Hao-Yu Lee,Det,1.9,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.57,270.0,hold,8.0,id·vol,1.84,,,20.0,12.0,"{'2B/SS', 'UTIL', '1B/3B'}",hao yu lee
FA,Mark Vientos,NYM,1.9,"['3B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL', '1B']",1.47,333.0,drop,8.0,id·vol,1.54,TEN_DAY_DL,2026-09-04,9.0,6.0,"{'UTIL', '1B/3B'}",mark vientos
FA,Moises Ballesteros,LAA,1.9,"['DH', 'UTIL', 'BE', 'IL', 'C']",1.9,83.0,hold,10.0,id·vol,2.43,,,32.0,19.0,"{'C', 'UTIL'}",moises ballesteros
FA,Walker Jenkins,Min,1.9,"['CF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",walker jenkins
FA,Nathaniel Lowe,Cle,1.9,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'DH']",1.8,116.0,hold,13.0,id·vol,2.66,,,33.0,20.0,"{'UTIL', '1B/3B'}",nathaniel lowe
FA,Leo De Vries,Oak,1.7,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",leo de vries
FA,Joe Mack,Mia,1.7,"['C', 'DH', 'UTIL', 'BE', 'IL']",1.59,251.0,drop,9.0,id·vol,1.94,,,21.0,13.0,"{'C', 'UTIL'}",joe mack
FA,Coby Mayo,Bal,1.7,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '3B', 'DH']",1.43,364.0,drop,10.0,id·vol,2.49,,,25.0,15.0,"{'UTIL', '1B/3B'}",coby mayo
FA,Charlie Condon,Col,1.7,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B'}",charlie condon
FA,Victor Caratini,Min,1.7,"['C', 'DH', 'UTIL', 'BE', 'IL', '1B', '1B/3B', 'IF']",1.48,327.0,drop,11.0,id·vol,2.05,,,21.0,12.0,"{'C', 'UTIL', '1B/3B'}",victor caratini
FA,Matt Shaw,ChC,1.7,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'RF', 'OF', 'DH']",1.79,119.0,hold,6.0,id·vol,1.24,TEN_DAY_DL,2026-08-24,15.0,9.0,"{'UTIL', '1B/3B', 'OF'}",matt shaw
FA,Michael Massey,KC,1.6,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.7,170.0,hold,13.0,id·vol,2.47,,,29.0,17.0,"{'2B/SS', 'UTIL'}",michael massey
FA,Colton Cowser,Bal,1.6,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.14,492.0,drop,8.0,id·vol,1.95,,,15.0,9.0,"{'UTIL', 'OF'}",colton cowser
FA,Esteury Ruiz,Mia,1.6,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'CF']",1.73,153.0,hold,7.0,id·vol,1.33,,,16.0,9.0,"{'UTIL', 'OF'}",esteury ruiz
FA,Marcelo Mayer,SF,1.6,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '2B', '2B/SS', 'SS']",1.46,346.0,drop,7.0,id·vol,1.24,TEN_DAY_DL,2026-08-28,11.0,6.0,"{'2B/SS', 'UTIL', '1B/3B'}",marcelo mayer
FA,Jesus Sanchez,Tor,1.5,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'DH']",1.59,253.0,hold,9.0,id·vol,2.23,,,25.0,14.0,"{'UTIL', 'OF'}",jesus sanchez
FA,Logan O'Hoppe,Tex,1.4,"['C', 'UTIL', 'BE', 'IL']",1.08,499.0,drop,6.0,id·vol,1.58,,,12.0,7.0,"{'C', 'UTIL'}",logan ohoppe
FA,Blaze Jordan,StL,1.4,"['1B', '3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.69,177.0,hold,7.0,id·vol,2.34,,,28.0,16.0,"{'UTIL', '1B/3B'}",blaze jordan
FA,Nolan Gorman,StL,1.4,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.05,500.0,drop,5.0,id·vol,1.65,,,12.0,7.0,"{'2B/SS', 'UTIL', '1B/3B'}",nolan gorman
FA,Joshua Kuroda-Grauer,Oak,1.4,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.71,163.0,hold,2.0,id·vol,1.42,TEN_DAY_DL,2026-09-01,12.0,7.0,"{'2B/SS', 'UTIL', '1B/3B'}",joshua kuroda grauer
FA,Franklin Arias,Bos,1.4,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",franklin arias
FA,Pedro Ramirez,ChC,1.4,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'DH']",1.68,190.0,hold,6.0,id·vol,2.23,,,26.0,15.0,"{'2B/SS', 'UTIL', '1B/3B'}",pedro ramirez
FA,Kyle Isbel,KC,1.4,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.57,269.0,hold,8.0,id·vol,2.32,,,25.0,15.0,"{'UTIL', 'OF'}",kyle isbel
FA,Rhys Hoskins,Cle,1.3,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'DH']",1.33,427.0,drop,9.0,id·vol,1.67,TEN_DAY_DL,2026-08-29,13.0,7.0,"{'UTIL', '1B/3B'}",rhys hoskins
FA,Daniel Schneemann,Cle,1.2,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",1.2,480.0,drop,7.0,id·vol,1.61,,,13.0,8.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",daniel schneemann
FA,Josh Smith,Tor,1.2,"['1B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '2B']",1.26,455.0,drop,5.0,id·vol,1.9,TEN_DAY_DL,2026-08-30,13.0,8.0,"{'2B/SS', 'UTIL', '1B/3B'}",josh smith
FA,Mike Yastrzemski,Atl,1.2,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.64,218.0,hold,11.0,id·vol,1.98,,,23.0,13.0,"{'UTIL', 'OF'}",mike yastrzemski
FA,Samad Taylor,SD,1.2,"['2B', '2B/SS', 'IF', 'CF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.43,366.0,drop,3.0,id·vol,1.32,TEN_DAY_DL,2026-08-24,13.0,8.0,"{'2B/SS', 'UTIL', 'OF'}",samad taylor
FA,Osleivis Basabe,SF,1.1,"['2B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.66,205.0,hold,3.0,id·vol,2.57,,,30.0,18.0,"{'2B/SS', 'UTIL', '1B/3B'}",osleivis basabe
FA,Harrison Bader,SF,1.1,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",1.44,360.0,drop,3.0,id·vol,1.43,SIXTY_DAY_DL,2027-02-01,0.0,0.0,"{'UTIL', 'OF'}",harrison bader
FA,David Hamilton,Mil,1.1,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B', 'SS']",1.62,234.0,hold,11.0,id·vol,2.29,,,26.0,15.0,"{'2B/SS', 'UTIL', '1B/3B'}",david hamilton
FA,Jared Young,NYM,1.1,"['DH', 'UTIL', 'BE', 'IL', '1B', '1B/3B', 'IF']",1.97,64.0,hold,11.0,id·vol,2.46,,,34.0,20.0,"{'UTIL', '1B/3B'}",jared young
FA,Josue De Paula,LAD,1.1,"['LF', 'RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",josue de paula
FA,Dylan Beavers,Bal,1.1,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'DH']",1.53,297.0,hold,8.0,id·vol,2.39,,,25.0,15.0,"{'UTIL', 'OF'}",dylan beavers
FA,Brandon Valenzuela,Tor,1.1,"['C', 'DH', 'UTIL', 'BE', 'IL']",1.55,284.0,drop,8.0,id·vol,1.81,,,20.0,12.0,"{'C', 'UTIL'}",brandon valenzuela
FA,Jose Fernandez,Ari,1.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'DH', '1B', '1B/3B', '3B']",1.74,146.0,hold,7.0,id·vol,1.8,,,22.0,13.0,"{'2B/SS', 'UTIL', '1B/3B'}",jose fernandez
FA,Miguel Andujar,SD,1.1,"['3B', '1B/3B', 'IF', 'LF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.84,106.0,hold,10.0,id·vol,1.39,TEN_DAY_DL,2026-09-04,10.0,6.0,"{'UTIL', '1B/3B', 'OF'}",miguel andujar
FA,Lane Thomas,Atl,1.0,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'RF', 'LF']",1.73,154.0,hold,13.0,id·vol,1.88,,,23.0,13.0,"{'UTIL', 'OF'}",lane thomas
FA,Enrique Hernandez,LAD,1.0,"['1B', '3B', '1B/3B', 'IF', 'LF', 'OF', 'UTIL', 'BE', 'IL']",1.5,,stash,,talent_prior·vol,0.74,,,8.0,5.0,"{'UTIL', '1B/3B', 'OF'}",enrique hernandez
FA,Sebastian Walcott,Tex,0.9,"['SS', '2B/SS', 'IF', 'DH', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",sebastian walcott
FA,Luis Torrens,NYM,0.9,"['C', 'UTIL', 'BE', 'IL']",1.39,390.0,drop,7.0,id·vol,1.38,,,13.0,8.0,"{'C', 'UTIL'}",luis torrens
FA,Ryan McMahon,NYY,0.9,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.23,467.0,drop,8.0,id·vol,1.86,TEN_DAY_DL,2026-08-30,12.0,7.0,"{'UTIL', '1B/3B'}",ryan mcmahon
FA,Carlos Narvaez,Bal,0.9,"['C', 'UTIL', 'BE', 'IL']",1.18,486.0,drop,6.0,id·vol,2.01,,,16.0,10.0,"{'C', 'UTIL'}",carlos narvaez
FA,Luis Campusano,SD,0.9,"['DH', 'UTIL', 'BE', 'IL', 'C']",1.7,172.0,hold,6.0,id·vol,1.75,,,21.0,12.0,"{'C', 'UTIL'}",luis campusano
FA,Tommy White,Oak,0.9,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '1B']",1.55,286.0,drop,4.0,id·vol,2.7,,,29.0,17.0,"{'UTIL', '1B/3B'}",tommy white
FA,Endy Rodriguez,Pit,0.9,"['C', '1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.6,244.0,drop,6.0,id·vol,1.39,TEN_DAY_DL,2026-08-28,13.0,8.0,"{'C', 'UTIL', '1B/3B'}",endy rodriguez
FA,Nathan Church,StL,0.9,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.57,272.0,hold,12.0,id·vol,2.45,,,27.0,16.0,"{'UTIL', 'OF'}",nathan church
FA,Oswald Peraza,LAA,0.9,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '2B', '2B/SS']",1.01,501.0,drop,7.0,id·vol,1.94,,,14.0,8.0,"{'2B/SS', 'UTIL', '1B/3B'}",oswald peraza
FA,Patrick Bailey,Cle,0.9,"['C', 'UTIL', 'BE', 'IL']",1.19,482.0,drop,7.0,id·vol,2.04,,,17.0,10.0,"{'C', 'UTIL'}",patrick bailey
FA,Hyeseong Kim,LAD,0.9,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'SS']",1.58,261.0,drop,4.0,id·vol,1.07,,,12.0,7.0,"{'2B/SS', 'UTIL'}",hyeseong kim
FA,Masataka Yoshida,Bos,0.9,"['DH', 'UTIL', 'BE', 'IL']",1.89,86.0,add,12.0,id·vol,2.1,TEN_DAY_DL,2026-09-22,0.0,0.0,{'UTIL'},masataka yoshida
FA,Brady House,Wsh,0.9,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.18,485.0,drop,6.0,id·vol,2.76,,,23.0,13.0,"{'UTIL', '1B/3B'}",brady house
FA,Miguel Rojas,LAD,0.8,"['2B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.72,162.0,hold,7.0,id·vol,0.98,,,12.0,7.0,"{'2B/SS', 'UTIL', '1B/3B'}",miguel rojas
FA,Connor Norby,Col,0.8,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '1B', 'DH', '2B', '2B/SS']",1.31,436.0,drop,8.0,id·vol,2.14,,,19.0,11.0,"{'2B/SS', 'UTIL', '1B/3B'}",connor norby
FA,Tyler Tolbert,KC,0.8,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'SS', '2B/SS', 'IF', 'P', 'RP', 'RF', '2B']",1.87,94.0,hold,5.0,id·vol,1.32,,,17.0,10.0,"{'2B/SS', 'UTIL', 'OF'}",tyler tolbert
FA,Nathan Lukes,Tor,0.8,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.65,212.0,hold,12.0,id·vol,3.22,,,37.0,22.0,"{'UTIL', 'OF'}",nathan lukes
FA,Donovan Walton,Oak,0.8,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.53,293.0,drop,6.0,id·vol,1.61,,,17.0,10.0,"{'2B/SS', 'UTIL', '1B/3B'}",donovan walton
FA,Brett Bateman,Tor,0.8,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.44,361.0,drop,2.0,id·vol,3.04,,,30.0,18.0,"{'UTIL', 'OF'}",brett bateman
FA,Richie Palacios,TB,0.8,"['2B', '2B/SS', 'IF', 'LF', 'OF', 'UTIL', 'BE', 'IL']",1.54,291.0,drop,10.0,id·vol,2.22,,,24.0,14.0,"{'2B/SS', 'UTIL', 'OF'}",richie palacios
FA,Bo Naylor,Mil,0.7,"['C', 'UTIL', 'BE', 'IL']",1.56,277.0,drop,3.0,id·vol,1.12,,,12.0,7.0,"{'C', 'UTIL'}",bo naylor
FA,Tyler O'Neill,Bal,0.7,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'DH']",1.58,259.0,hold,9.0,id·vol,2.09,,,23.0,13.0,"{'UTIL', 'OF'}",tyler oneill
FA,Leody Taveras,Bal,0.7,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.37,402.0,drop,11.0,id·vol,2.48,,,24.0,14.0,"{'UTIL', 'OF'}",leody taveras
FA,Nick Loftin,KC,0.7,"['LF', 'OF', 'UTIL', 'BE', 'IL', '2B', '2B/SS', 'IF', '3B', '1B/3B']",1.55,285.0,drop,11.0,id·vol,2.64,,,28.0,17.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",nick loftin
FA,Jacob Gonzalez,Pit,0.7,"['2B', 'SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '1B', '1B/3B']",1.64,216.0,hold,6.0,id·vol,1.83,,,21.0,12.0,"{'2B/SS', 'UTIL', '1B/3B'}",jacob gonzalez
FA,Brett Sullivan,Col,0.7,"['C', 'UTIL', 'BE', 'IL', 'P', 'RP']",1.64,217.0,hold,7.0,id·vol,1.54,,,18.0,10.0,"{'C', 'UTIL'}",brett sullivan
FA,Christian Vazquez,Hou,0.7,"['C', 'UTIL', 'BE', 'IL']",1.25,456.0,drop,6.0,id·vol,1.17,,,10.0,6.0,"{'C', 'UTIL'}",christian vazquez
FA,Luisangel Acuna,ChW,0.7,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'CF', 'OF', 'SS']",1.4,383.0,drop,6.0,id·vol,1.34,,,13.0,8.0,"{'2B/SS', 'UTIL', 'OF'}",luisangel acuna
FA,Lourdes Gurriel Jr.,Ari,0.6,"['LF', 'OF', 'UTIL', 'BE', 'IL', 'DH']",1.67,204.0,hold,7.0,id·vol,1.7,TEN_DAY_DL,2026-08-24,20.0,12.0,"{'UTIL', 'OF'}",lourdes gurriel
FA,Miguel Amaya,ChC,0.6,"['C', 'UTIL', 'BE', 'IL']",1.41,379.0,drop,6.0,id·vol,1.47,,,14.0,8.0,"{'C', 'UTIL'}",miguel amaya
FA,Josh Lowe,LAA,0.6,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'LF', 'CF']",1.45,354.0,drop,8.0,id·vol,2.21,,,22.0,13.0,"{'UTIL', 'OF'}",josh lowe
FA,Anthony Santander,Tor,0.6,"['RF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.79,,stash,,talent_prior·flat↓,,SIXTY_DAY_DL,2026-10-19,0.0,0.0,"{'UTIL', 'OF'}",anthony santander
FA,Eli Willits,Wsh,0.6,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",eli willits
FA,Victor Scott II,StL,0.6,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.17,488.0,drop,4.0,id·vol,1.26,,,10.0,6.0,"{'UTIL', 'OF'}",victor scott
FA,Ralphy Velazquez,Cle,0.6,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', '1B/3B'}",ralphy velazquez
FA,Aidan Miller,Phi,0.6,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'2B/SS', 'UTIL'}",aidan miller
FA,Amed Rosario,NYY,0.6,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.64,219.0,hold,7.0,id·vol,1.09,,,12.0,7.0,"{'2B/SS', 'UTIL', '1B/3B'}",amed rosario
FA,Sean Murphy,Atl,0.6,"['C', 'UTIL', 'BE', 'IL']",1.58,,stash,,talent_prior·vol,1.62,,,18.0,10.0,"{'C', 'UTIL'}",sean murphy
FA,Austin Martin,Min,0.6,"['LF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.57,265.0,hold,11.0,id·vol,2.0,TEN_DAY_DL,2026-08-28,19.0,11.0,"{'UTIL', 'OF'}",austin martin
FA,Isaac Collins,KC,0.6,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.76,137.0,hold,16.0,id·vol,2.79,,,34.0,20.0,"{'UTIL', 'OF'}",isaac collins
FA,Hector Rodriguez,Cin,0.6,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",,,,,NO_DATA,,,,,,"{'UTIL', 'OF'}",hector rodriguez
FA,Henry Davis,Pit,0.6,"['C', 'UTIL', 'BE', 'IL']",1.11,496.0,drop,6.0,id·vol,1.85,,,14.0,8.0,"{'C', 'UTIL'}",henry davis
FA,Wade Meckler,LAA,0.6,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",1.52,299.0,drop,7.0,id·vol,2.33,SEVEN_DAY_DL,2026-08-28,21.0,12.0,"{'UTIL', 'OF'}",wade meckler
FA,Jonny DeLuca,TB,0.5,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.67,196.0,hold,10.0,id·vol,2.23,,,26.0,15.0,"{'UTIL', 'OF'}",jonny deluca
