batter,annual_rate,total_pa,seasons_used,Apr_rate,Apr_pa,Apr_lift,May_rate,May_pa,May_lift,Jun_rate,Jun_pa,Jun_lift,Jul_rate,Jul_pa,Jul_lift,Aug_rate,Aug_pa,Aug_lift,Sep_rate,Sep_pa,Sep_lift,player_name,team,rank,xfp_rh3_per_game,expected_total_fp_remaining,remaining_weights,ros_weighted_lift_pct
570731,0.2187,2236,5,0.1345,357,-38.5,0.2479,472,13.3,0.2162,444,-1.1,0.2842,380,30.0,0.1821,302,-16.7,0.2313,281,5.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",6.0
621020,0.2194,4188,7,0.151,715,-31.2,0.2464,690,12.3,0.2679,780,22.1,0.2109,640,-3.9,0.2531,648,15.3,0.186,715,-15.2,Dansby Swanson,CHC,119.0,1.75,197.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.9
670770,0.3281,1728,4,,220,,0.3562,233,8.6,0.3432,271,4.6,,207,,0.2897,390,-11.7,0.4029,407,22.8,TJ Friedl,CIN,204.0,1.57,176.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.9
663886,0.2294,1809,5,0.2202,218,-4.0,0.1734,444,-24.4,0.2632,342,14.7,0.2321,293,1.2,0.3304,227,44.0,0.2,285,-12.8,Tyler Stephenson,CIN,192.0,1.58,125.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.7
516782,0.2956,3055,7,0.2433,596,-17.7,0.2839,560,-3.9,0.2707,628,-8.4,0.3866,388,30.8,0.3425,546,15.9,0.273,337,-7.6,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.7
670242,0.2486,877,4,,54,,,0,,,92,,0.3128,179,25.9,0.2883,274,16.0,0.1871,278,-24.8,Matt Wallner,MIN,312.0,1.28,126.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.7
518595,0.2441,1622,6,0.2752,218,12.7,0.0988,243,-59.5,0.4157,255,70.3,0.3682,201,50.8,0.1765,357,-27.7,0.1983,348,-18.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.6
457759,0.3539,3272,7,0.2752,556,-22.2,0.3046,591,-13.9,0.3857,586,9.0,0.3926,489,10.9,0.4171,549,17.9,0.3553,501,0.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.6
608369,0.3918,3106,7,0.3106,644,-20.7,0.3878,441,-1.0,0.3605,466,-8.0,0.4491,452,14.6,0.421,677,7.4,0.446,426,13.8,Corey Seager,TEX,52.0,1.9,228.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.6
683002,0.3067,2080,4,0.2277,303,-25.8,0.2848,330,-7.1,0.405,321,32.0,0.3323,319,8.3,0.2778,360,-9.4,0.311,447,1.4,Gunnar Henderson,BAL,55.0,1.89,244.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.5
602104,0.2086,1649,5,0.1089,257,-47.8,0.197,203,-5.5,0.2193,228,5.1,0.2911,347,39.5,0.2261,398,8.4,0.162,216,-22.3,Ramón Urías,STL,187.0,1.59,91.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.5
571657,0.2463,1896,7,0.1867,316,-24.2,0.2364,368,-4.0,0.2116,293,-14.1,0.3116,276,26.5,0.2328,305,-5.5,0.3018,338,22.5,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.5
676609,0.1525,1062,3,,148,,0.1844,244,20.9,0.2,205,31.1,0.0427,164,-72.0,0.221,181,44.9,,120,,José Caballero,NYY,253.0,1.47,148.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.5
592273,0.2174,1854,5,0.179,324,-17.6,0.2431,288,11.8,0.3114,273,43.2,0.2211,303,1.7,0.1676,364,-22.9,0.2053,302,-5.6,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.4
408234,0.2202,1948,5,0.1967,366,-10.7,0.2029,345,-7.9,0.2246,374,2.0,0.205,317,-6.9,0.1994,311,-9.5,0.3234,235,46.9,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.4
553993,0.244,4369,7,0.1788,671,-26.7,0.2506,802,2.7,0.2084,739,-14.6,0.2945,730,20.7,0.236,750,-3.3,0.2939,677,20.5,Eugenio Suárez,CIN,279.0,1.41,118.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.3
666160,0.1977,1219,4,,143,,0.1421,197,-28.1,0.3134,201,58.5,0.2776,245,40.4,0.1721,244,-12.9,0.1217,189,-38.4,Mickey Moniak,COL,32.0,1.99,179.4,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.2
673357,0.2401,2053,5,0.1828,361,-23.9,0.2383,298,-0.8,0.2513,398,4.6,0.2586,321,7.7,0.2597,412,8.2,0.251,263,4.5,Luis Robert Jr.,NYM,168.0,1.62,133.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.1
677951,0.3582,2658,4,0.2771,433,-22.6,0.3264,478,-8.9,0.3132,447,-12.6,0.4405,395,23.0,0.4562,480,27.4,0.3365,425,-6.1,Bobby Witt Jr.,KC,17.0,2.09,271.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.1
660821,0.208,1928,5,0.1569,255,-24.6,0.2096,272,0.8,0.1721,401,-17.3,0.2783,327,33.8,0.2476,319,19.1,0.1836,354,-11.7,Jesús Sánchez,TOR,104.0,1.77,170.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.1
621439,0.2861,2111,7,0.2923,496,2.2,0.1965,463,-31.3,0.4057,387,41.8,0.2486,366,-13.1,,136,,0.3308,263,15.6,Byron Buxton,MIN,34.0,1.98,245.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.0
458015,0.3168,2301,5,0.2475,408,-21.9,0.3146,267,-0.7,0.3771,411,19.0,0.3241,503,2.3,0.2353,374,-25.7,0.4083,338,28.9,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",5.0
641584,0.2639,1281,5,0.2008,259,-23.9,,158,,0.3258,264,23.5,,129,,0.2264,212,-14.2,0.278,259,5.4,Jake Fraley,TB,171.0,1.61,100.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.9
650391,0.275,1702,5,0.1737,213,-36.8,,120,,,192,,0.2433,263,-11.5,0.2992,508,8.8,0.3227,406,17.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.9
657656,0.2388,2462,7,0.1803,366,-24.5,0.2466,442,3.3,0.2354,412,-1.4,0.2955,396,23.7,0.2725,400,14.1,0.2018,446,-15.5,Ramón Laureano,SD,178.0,1.6,178.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.9
666023,0.2227,871,3,,90,,0.2434,152,9.3,,105,,0.2651,166,19.0,0.1942,242,-12.8,,116,,Freddy Fermin,SD,293.0,1.37,75.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.9
665862,0.2267,2166,5,0.1987,473,-12.3,0.2735,245,20.6,0.2383,407,5.1,0.2518,278,11.1,0.2626,358,15.8,0.1704,405,-24.8,Jazz Chisholm Jr.,NYY,208.0,1.56,171.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.9
672386,0.3496,1951,5,0.2857,322,-18.3,0.4082,245,16.8,0.4369,293,25.0,0.3275,284,-6.3,0.34,400,-2.7,0.3268,407,-6.5,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.8
596748,0.273,1564,4,0.2974,380,8.9,0.2146,410,-21.4,0.3146,321,15.2,0.3154,241,15.5,,159,,,53,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.8
605137,0.3238,4074,7,0.2373,687,-26.7,0.359,741,10.9,0.3383,674,4.5,0.3363,663,3.9,0.351,718,8.4,0.3164,591,-2.3,Josh Bell,MIN,147.0,1.67,190.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.8
664761,0.2734,2696,5,0.2586,495,-5.4,0.2196,551,-19.7,0.2469,486,-9.7,0.3892,388,42.4,0.2759,453,0.9,0.2848,323,4.2,Alec Bohm,PHI,145.0,1.68,186.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.6
606466,0.3958,3805,7,0.2923,520,-26.1,0.3625,698,-8.4,0.514,712,29.9,0.4506,577,13.8,0.3443,668,-13.0,0.3889,630,-1.7,Ketel Marte,AZ,26.0,2.04,234.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.6
656941,0.2957,4291,7,0.2269,670,-23.3,0.2788,800,-5.7,0.3358,801,13.6,0.2862,580,-3.2,0.3121,737,5.5,0.3257,703,10.1,Kyle Schwarber,PHI,24.0,2.05,264.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.5
519317,0.2411,2800,6,0.1923,442,-20.2,0.2719,342,12.8,0.2595,501,7.6,0.2319,457,-3.8,0.3515,515,45.8,0.1473,543,-38.9,Giancarlo Stanton,NYY,229.0,1.52,117.9,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.4
663697,0.268,2698,5,0.2078,438,-22.5,0.2658,395,-0.8,0.3029,515,13.0,0.2877,511,7.3,0.2301,439,-14.1,0.3075,400,14.7,Jonathan India,KC,182.0,1.6,78.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.2
622534,0.2559,2313,6,0.2119,420,-17.2,0.231,420,-9.8,0.3252,449,27.0,0.279,276,9.0,0.2869,366,12.1,0.2042,382,-20.2,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.2
570482,0.2749,2172,6,0.2455,448,-10.7,0.2854,424,3.8,0.2358,369,-14.2,0.3346,263,21.7,0.3406,320,23.9,0.2356,348,-14.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.2
578428,0.2922,2474,6,0.2377,408,-18.6,0.3737,372,27.9,0.2095,420,-28.3,0.3166,499,8.3,0.2932,498,0.3,0.343,277,17.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.2
458731,0.2844,1579,3,0.236,267,-17.0,0.2786,262,-2.0,0.332,244,16.7,0.2979,235,4.8,0.2816,309,-1.0,0.2863,262,0.7,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.1
642731,0.2536,1542,5,0.2641,284,4.1,0.2742,310,8.1,0.1994,361,-21.3,0.3196,194,26.0,,185,,,208,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",4.0
502671,0.3059,4489,7,0.2507,762,-18.0,0.2955,792,-3.4,0.3038,767,-0.7,0.3136,711,2.5,0.3704,764,21.1,0.3016,693,-1.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.9
605113,0.227,1855,5,0.189,381,-16.7,0.1927,301,-15.1,0.2394,284,5.5,0.2788,312,22.9,0.2624,343,15.6,0.1966,234,-13.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.8
643393,0.294,1847,5,0.2056,214,-30.1,0.2569,327,-12.6,0.3627,375,23.4,0.2657,286,-9.6,0.2915,319,-0.8,0.3374,326,14.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.7
670541,0.4306,2703,6,0.3653,449,-15.2,0.3547,437,-17.6,0.5521,384,28.2,0.396,346,-8.1,0.452,542,5.0,0.4606,545,6.9,Yordan Alvarez,HOU,1.0,2.65,352.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.7
592567,0.2417,1390,4,0.2483,286,2.7,0.2582,244,6.8,0.2545,220,5.3,,165,,0.2645,242,9.4,0.2275,233,-5.9,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.7
544369,0.3149,1518,4,0.3855,249,22.4,,143,,0.3158,266,0.3,0.2889,360,-8.3,0.3808,260,20.9,0.3208,240,1.9,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.7
595281,0.188,2016,6,0.1627,332,-13.5,0.2576,361,37.0,0.0679,368,-63.9,0.2183,339,16.1,0.1696,342,-9.8,0.2737,274,45.6,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.7
542583,0.272,1963,5,0.2901,393,6.6,0.2453,375,-9.8,0.297,330,9.2,0.2698,367,-0.8,0.3086,350,13.4,,148,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.7
543592,0.2406,927,4,,139,,0.1941,170,-19.3,,67,,,115,,0.2308,247,-4.1,0.3122,189,29.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.6
682998,0.3267,2014,4,0.2994,334,-8.4,0.2676,340,-18.1,0.4275,276,30.9,0.2787,287,-14.7,0.427,356,30.7,0.2779,421,-14.9,Corbin Carroll,AZ,60.0,1.88,204.9,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.6
656775,0.2694,2962,7,0.2765,575,2.6,0.1988,513,-26.2,0.3697,376,37.2,0.3075,387,14.1,0.2698,530,0.1,0.2341,581,-13.1,Cedric Mullins,TB,197.0,1.57,149.8,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.6
607208,0.3201,4421,7,0.2611,674,-18.4,0.3074,680,-4.0,0.3159,766,-1.3,0.3063,741,-4.3,0.3498,852,9.3,0.3715,708,16.1,Trea Turner,PHI,103.0,1.77,221.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.5
682829,0.1979,1789,3,,228,,,236,,0.3578,327,80.8,0.2201,318,11.2,0.1196,368,-39.6,0.1218,312,-38.4,Elly De La Cruz,CIN,50.0,1.91,242.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.5
650559,0.1906,1747,5,0.1373,255,-28.0,0.2222,270,16.6,0.1922,307,0.8,0.1632,288,-14.4,0.1643,286,-13.8,0.2493,341,30.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.5
593428,0.3376,4064,7,0.3088,667,-8.5,0.281,733,-16.8,0.3845,658,13.9,0.358,676,6.0,0.3194,764,-5.4,0.3905,566,15.7,Xander Bogaerts,SD,89.0,1.8,203.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.5
643217,0.2936,3872,7,0.25,628,-14.9,0.3005,732,2.3,0.3415,615,16.3,0.29,638,-1.3,0.2738,734,-6.7,0.3124,525,6.4,Andrew Benintendi,CWS,221.0,1.53,141.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.4
527038,0.3342,2726,7,0.2811,523,-15.9,0.2914,525,-12.8,0.3609,435,8.0,0.4199,443,25.6,0.3742,497,12.0,0.2706,303,-19.0,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.4
608348,0.2667,1792,6,0.3048,269,14.3,0.3043,253,14.1,0.2455,277,-8.0,0.4628,242,73.5,0.2366,372,-11.3,0.1346,379,-49.6,Carson Kelly,CHC,116.0,1.75,141.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.3
608701,0.2365,833,6,,56,,0.2837,208,19.9,0.2402,204,1.6,0.2171,152,-8.2,,121,,,92,,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.3
606132,0.2486,1404,4,0.2754,236,10.8,0.1966,351,-20.9,0.3125,272,25.7,0.3015,199,21.3,,135,,0.2038,211,-18.0,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.2
673490,0.2478,2006,5,0.2122,311,-14.3,0.2134,389,-13.9,0.2961,358,19.5,0.3052,308,23.2,0.2853,340,15.2,0.17,300,-31.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.2
682985,0.2197,2012,4,0.2149,335,-2.2,0.2628,331,19.6,0.3547,265,61.5,0.1796,373,-18.2,0.1809,398,-17.7,0.1613,310,-26.6,Riley Greene,DET,131.0,1.72,210.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.1
680776,0.2522,2074,5,0.2937,303,16.5,0.1797,345,-28.7,0.3033,366,20.3,0.2934,426,16.4,0.2476,420,-1.8,,214,,Jarren Duran,BOS,173.0,1.61,167.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.1
621566,0.3354,4603,7,0.2775,627,-17.3,0.3134,804,-6.6,0.3697,806,10.2,0.315,746,-6.1,0.3353,850,-0.0,0.3896,770,16.2,Matt Olson,ATL,7.0,2.25,300.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.1
679529,0.2147,2054,4,0.1866,402,-13.1,0.2482,411,15.6,0.1575,292,-26.6,0.2377,265,10.7,0.2837,289,32.2,0.1848,395,-13.9,Spencer Torkelson,DET,122.0,1.74,193.7,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.1
643396,0.2333,3001,7,0.1698,530,-27.2,0.3217,600,37.9,0.2229,507,-4.4,0.217,364,-7.0,0.2134,614,-8.5,0.2435,386,4.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.1
657041,0.2325,1940,5,0.0843,249,-63.7,,200,,0.3411,387,46.7,0.1753,291,-24.6,0.156,359,-32.9,0.2863,454,23.2,Lane Thomas,KC,179.0,1.6,101.2,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.1
572233,0.2753,3447,6,0.2366,558,-14.1,0.2732,549,-0.8,0.2898,635,5.2,0.269,580,-2.3,0.3547,547,28.8,0.2301,578,-16.4,Christian Walker,HOU,30.0,2.01,243.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.1
545341,0.2654,2992,7,0.2316,380,-12.7,0.2511,454,-5.4,0.2337,599,-11.9,0.3055,527,15.1,0.242,566,-8.8,0.3305,466,24.5,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.0
624424,0.2589,3075,6,0.2148,554,-17.0,0.3039,431,17.4,0.2039,456,-21.2,0.262,519,1.2,0.2713,586,4.8,0.2987,529,15.4,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.0
668715,0.2704,1953,4,0.223,305,-17.5,0.287,331,6.2,0.319,326,18.0,0.2414,290,-10.7,0.2964,334,9.6,0.2507,367,-7.3,Spencer Steer,CIN,83.0,1.8,182.5,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",3.0
605170,0.2323,1537,7,,72,,0.2723,224,17.2,0.2116,241,-8.9,0.2827,336,21.7,0.2273,264,-2.2,0.2075,400,-10.7,Victor Caratini,MIN,198.0,1.57,134.0,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.9
595777,0.3248,3621,7,0.2726,576,-16.1,0.3467,646,6.8,0.3041,615,-6.4,0.362,558,11.5,0.3649,633,12.4,0.2951,593,-9.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.9
664023,0.249,3687,7,0.2021,564,-18.8,0.2351,570,-5.6,0.2693,609,8.2,0.2151,558,-13.6,0.2643,700,6.1,0.293,686,17.7,Ian Happ,CHC,107.0,1.77,219.1,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.9
456781,0.2552,1599,6,0.1515,165,-40.6,0.28,150,9.7,0.2759,377,8.1,0.2901,362,13.7,0.2639,341,3.4,0.2059,204,-19.3,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.8
621035,0.1725,2568,7,0.1289,481,-25.3,0.2821,468,63.5,0.1879,431,8.9,0.2102,333,21.9,0.1005,388,-41.7,0.1263,467,-26.8,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.8
660688,0.2915,1746,5,0.2517,302,-13.7,0.3106,367,6.6,0.2215,298,-24.0,0.2975,242,2.1,0.3701,281,27.0,0.3008,256,3.2,Keibert Ruiz,WSH,140.0,1.7,94.8,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.8
592669,0.2649,2997,7,0.2298,531,-13.3,0.2844,450,7.4,0.3505,485,32.3,0.2626,495,-0.9,0.2526,574,-4.6,0.2143,462,-19.1,,,,,,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.8
596115,0.2658,3081,7,0.2418,517,-9.0,0.229,559,-13.9,0.2824,478,6.2,0.2721,430,2.4,0.2939,541,10.6,0.2788,556,4.9,Trevor Story,BOS,275.0,1.42,165.8,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.7
592518,0.3515,4470,7,0.3127,742,-11.0,0.3462,699,-1.5,0.3783,748,7.7,0.4503,744,28.1,0.2926,834,-16.8,0.3343,703,-4.9,Manny Machado,SD,53.0,1.9,207.9,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.7
642715,0.2319,3998,7,0.1958,623,-15.5,0.2104,575,-9.2,0.2056,681,-11.3,0.2364,681,2.0,0.27,763,16.4,0.2622,675,13.1,Willy Adames,SF,209.0,1.56,178.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.7
608324,0.4308,4174,7,0.3855,729,-10.5,0.4037,805,-6.3,0.4173,635,-3.1,0.4278,582,-0.7,0.5137,695,19.2,0.4409,728,2.4,Alex Bregman,CHC,42.0,1.94,255.6,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.7
665742,0.4396,4518,7,0.3754,634,-14.6,0.4183,710,-4.8,0.449,775,2.2,0.4738,764,7.8,0.4355,829,-0.9,0.4715,806,7.3,Juan Soto,NYM,5.0,2.27,157.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.6
621043,0.3028,3448,7,0.2515,656,-16.9,0.3177,683,4.9,0.3707,588,22.4,0.2463,402,-18.7,0.2876,605,-5.0,0.3327,514,9.9,Carlos Correa,HOU,95.0,1.8,207.3,"{'Apr': 0.0, 'May': 0.167, 'Jun': 0.208, 'Jul': 0.208, 'Aug': 0.208, 'Sep': 0.208}",2.6
