batter,xw_szn,pa_szn,xw_L42,pa_L42,xw_L21,pa_L21,xw_L7,pa_L7,k,name,pos,tm,own,inj
699625,0.29932207079646017,113,0.2843256140350877,57,0.20294871794871794,39,0.1705,16,jimmy crooks,Jimmy Crooks,C,StL,0.16,ACTIVE
518595,0.2993045306122449,49,0.12744444444444444,9,0.12744444444444444,9,0.051750000000000004,4,travis darnaud,Travis d'Arnaud,C,LAA,0.1,ACTIVE
649966,0.29922413559322025,59,0.31373718749999996,48,0.30189425925925933,27,0.28925,4,luis urias,Luis Urias,2B,Tor,0.06,TEN_DAY_DL
609280,0.29921362399999996,250,0.3286657804878049,41,,0,,0,miguel andujar,Miguel Andujar,3B,SD,1.11,TEN_DAY_DL
669394,0.29904287919463085,447,0.258678,124,0.2564015538461539,65,0.2826657368421053,19,jake burger,Jake Burger,1B,Tex,9.01,ACTIVE
805367,0.2989856530172414,464,0.3348311481481481,135,0.35226076,75,0.37916008695652176,23,chase meidroth,Chase Meidroth,SS,ChW,10.47,DAY_TO_DAY
669398,0.2988292682926829,41,0.15066666666666664,3,0.15066666666666664,3,0.15066666666666664,3,gage workman,Gage Workman,3B,SD,0.05,ACTIVE
681481,0.29882651361867707,257,0.27319762121212116,66,0.2526111111111111,18,,0,kerry carpenter,Kerry Carpenter,RF,Det,7.22,TEN_DAY_DL
665804,0.29819135751295334,193,0.2608327627118644,59,0.27986903125,32,0.29080954545454546,11,miguel amaya,Miguel Amaya,C,ChC,0.63,ACTIVE
663611,0.29810484615384614,52,,0,,0,,0,nick madrigal,Nick Madrigal,3B,LAA,0.02,ACTIVE
673357,0.29781153797468357,158,0.25417201666666667,60,0.25417201666666667,60,0.29660000000000003,20,luis robert jr,Luis Robert Jr.,CF,NYM,13.34,ACTIVE
678391,0.29770372399999995,250,0.2727015135135135,74,0.2824152105263158,38,0.2920347333333334,15,jorbit vivas,Jorbit Vivas,2B,Wsh,0.1,ACTIVE
657136,0.2974886101694915,177,0.24793760869565223,69,0.24390039024390245,41,0.24371780000000004,15,connor wong,Connor Wong,C,Bos,0.36,ACTIVE
687401,0.2974881762589928,278,0.32187398888888885,90,0.2699429666666667,30,0.2122,5,joey ortiz,Joey Ortiz,SS,Mil,1.2,DAY_TO_DAY
680776,0.29719273695652176,460,0.3177471984732824,131,0.30926898630136984,73,0.3271098333333334,24,jarren duran,Jarren Duran,LF,Bos,70.86,ACTIVE
668952,0.29713715121951223,205,0.24368864356435643,101,0.30055318518518526,54,0.20569835294117644,17,ryan kreidler,Ryan Kreidler,CF,Min,0.26,ACTIVE
677587,0.2971336426966292,445,0.2703942907801419,141,0.250517275,80,0.36717664,25,brayan rocchio,Brayan Rocchio,SS,Cle,23.92,ACTIVE
699393,0.2970258770491803,122,0.2968206666666667,69,0.2859447115384615,52,0.25020000000000003,15,pedro ramirez,Pedro Ramirez,3B,ChC,1.06,ACTIVE
516782,0.2969875286624204,157,0.26195271153846156,52,0.2614620303030303,33,0.407625,8,starling marte,Starling Marte,DH,KC,0.41,ACTIVE
656537,0.2969403680981595,163,0.30998380851063834,47,0.32552495238095236,21,0.26922222222222225,9,derek hill,Derek Hill,CF,Phi,0.22,ACTIVE
521692,0.29667902832244014,459,0.3368025703125,128,0.3349974189189189,74,0.24283710526315794,19,salvador perez,Salvador Perez,C,KC,66.92,ACTIVE
691740,0.29656783018867927,159,0.32197915217391304,46,0.3410009761904762,42,0.1695545,16,daniel susac,Daniel Susac,C,SF,0.58,DAY_TO_DAY
686681,0.2960754223602485,322,0.28848400854700856,117,0.25007592647058824,68,0.2775652173913043,23,michael massey,Michael Massey,2B,KC,0.71,ACTIVE
624585,0.2958512765363129,358,0.2521581546391753,97,0.25389030769230764,39,,0,jorge soler,Jorge Soler,RF,FA,4.67,ACTIVE
543309,0.2957062311827957,186,0.2922084117647059,34,0.698512,1,,0,kyle higashioka,Kyle Higashioka,C,Tex,0.42,TEN_DAY_DL
663586,0.295599889596603,471,0.297334381294964,139,0.2788015616438356,73,0.341438,22,austin riley,Austin Riley,3B,Atl,62.67,ACTIVE
694374,0.29527765384615384,182,0.3177747064220183,109,0.301661825,80,0.3644169333333333,30,tim tawa,Tim Tawa,CF,Ari,3.01,ACTIVE
663698,0.2948562890625,128,0.3329791730769231,52,0.2923971785714286,28,0.310934,9,joey bart,Joey Bart,C,ChW,0.21,TEN_DAY_DL
664702,0.2947617873303167,221,0.27697580519480514,77,0.28490994444444445,54,0.2782174814814815,27,myles straw,Myles Straw,CF,Tor,0.2,ACTIVE
662139,0.29472319329896907,388,0.2719478699186992,123,0.2713999305555556,72,0.32510084,25,daulton varsho,Daulton Varsho,CF,Hou,9.11,ACTIVE
663494,0.29454980909090905,110,0.26351120338983053,59,0.2766195128205129,39,0.21329731578947372,19,bryan torres,Bryan Torres,RF,StL,0.21,ACTIVE
669699,0.2945097159090909,88,0.37666666666666665,12,,0,,0,braden shewmake,Braden Shewmake,SS,Mil,0.07,ACTIVE
669236,0.29438262393162395,234,0.32844303448275863,29,0.33452990476190475,21,0.288488125,8,jeremiah jackson,Jeremiah Jackson,RF,Bal,5.34,ACTIVE
666969,0.2943789227799228,259,,0,,0,,0,adolis garcia,Adolis Garcia,RF,Phi,4.38,SIXTY_DAY_DL
669720,0.2936818181818182,44,0.756,1,0.756,1,0.756,1,austin hays,Austin Hays,LF,SD,0.42,ACTIVE
680779,0.29306210169491526,236,0.2866613552631579,76,0.3065066585365854,41,0.31491626666666667,15,henry davis,Henry Davis,C,Pit,0.55,ACTIVE
663968,0.2924994825581395,344,0.3163336394557823,147,0.3115806913580247,81,0.3531746129032259,31,jake mangum,Jake Mangum,LF,Pit,6.08,ACTIVE
677950,0.2924921443298969,97,,0,,0,,0,alek thomas,Alek Thomas,CF,LAD,0.41,ACTIVE
656716,0.29219993059936905,317,0.3300618032786885,122,0.3709754696969697,66,0.4146545652173913,23,zach mckinstry,Zach McKinstry,3B,Det,3.21,ACTIVE
630105,0.29215641434262946,251,0.28118794160583943,137,0.2946831585365854,82,0.24211406896551727,29,jake cronenworth,Jake Cronenworth,2B,SD,3.15,ACTIVE
814439,0.29202047593582886,187,0.30989980597014927,67,0.33880455555555566,54,0.303067875,24,ryan waldschmidt,Ryan Waldschmidt,LF,Ari,2.17,ACTIVE
694514,0.2919933066666667,75,,0,,0,,0,sterlin thompson,Sterlin Thompson,LF,Col,0.03,ACTIVE
669707,0.2914687794676806,263,0.3126423298969072,97,0.32638059523809526,42,0.3554790833333334,12,jared triolo,Jared Triolo,SS,Pit,0.38,ACTIVE
701675,0.29146823475609757,328,0.2919607731092438,119,0.347879619047619,63,0.37539923076923076,26,nathan church,Nathan Church,CF,StL,1.26,ACTIVE
642715,0.2912624829787234,470,0.2991785923076922,130,0.2656445866666667,75,0.2506937083333334,24,willy adames,Willy Adames,SS,SF,49.05,ACTIVE
681987,0.29101253846153846,39,0.16065257142857142,14,,0,,0,nate eaton,Nate Eaton,RF,Bos,0.04,ACTIVE
686217,0.29100605501618126,309,0.2523955348837209,43,,0,,0,sal frelick,Sal Frelick,RF,Mil,24.11,TEN_DAY_DL
666139,0.29099321777777776,225,0.32806605,80,0.3101850555555556,36,0.28196410526315785,19,josh lowe,Josh Lowe,RF,LAA,0.62,ACTIVE
672275,0.29086360408163264,245,0.3075400641025641,78,0.36009971739130436,46,0.24144960000000004,15,patrick bailey,Patrick Bailey,C,Cle,0.83,ACTIVE
683011,0.29042703108808293,193,0.24465707692307692,65,0.2532054333333333,30,,0,anthony volpe,Anthony Volpe,SS,NYY,2.5,ACTIVE
691176,0.29041573113207547,212,0.2961487398373985,123,0.2732779833333333,60,0.11850000000000001,4,jasson dominguez,Jasson Dominguez,LF,NYY,2.72,ACTIVE
666310,0.2903524888888889,90,,0,,0,,0,bo naylor,Bo Naylor,C,Mil,0.74,ACTIVE
680869,0.290069867768595,242,0.17648915789473688,19,,0,,0,zack gelof,Zack Gelof,2B,Oak,15.15,ACTIVE
669289,0.28995977586206895,58,,0,,0,,0,santiago espinal,Santiago Espinal,3B,LAD,0.05,ACTIVE
810938,0.28936920973782776,267,0.2686524078947368,76,0.2880087948717949,39,0.131,5,ben williamson,Ben Williamson,3B,TB,0.29,TEN_DAY_DL
694497,0.2892729413580247,324,0.2952342755102041,98,0.2899546785714286,56,0.12621694444444442,18,evan carter,Evan Carter,CF,Tex,2.18,ACTIVE
702332,0.28921283823529415,408,0.3059712569444445,144,0.3038042948717949,78,0.3602123461538461,26,caleb durbin,Caleb Durbin,3B,Bos,46.09,ACTIVE
805904,0.2887586226415094,53,,0,,0,,0,zach cole,Zach Cole,LF,Hou,0.17,ACTIVE
663853,0.28869519444444447,72,0.29005961764705884,68,0.2537146470588235,17,,0,romy gonzalez,Romy Gonzalez,1B,Bos,0.2,ACTIVE
682674,0.2885886271186441,59,0.3158846153846154,26,,0,,0,victor bericoto,Victor Bericoto,1B,SF,0.2,TEN_DAY_DL
701678,0.28858182125603865,207,0.31420278205128205,78,0.3589322790697674,43,0.38672720000000005,5,haoyu lee,Hao-Yu Lee,3B,Det,1.38,ACTIVE
592206,0.2872502416666667,120,,0,,0,,0,nick castellanos,Nick Castellanos,RF,FA,0.47,ACTIVE
664731,0.28720986206896554,29,,0,,0,,0,pj higgins,P.J. Higgins,C,Cin,0.03,ACTIVE
620443,0.28710876886792447,212,0.3254879841269841,63,0.3365629090909091,33,0.4252625384615385,13,luis torrens,Luis Torrens,C,NYM,0.55,ACTIVE
694410,0.2862426981132075,53,0.079,2,,0,,0,lujames groover,LuJames Groover,3B,Ari,0.03,ACTIVE
663697,0.2858998620689655,58,,0,,0,,0,jonathan india,Jonathan India,2B,KC,3.72,SIXTY_DAY_DL
656305,0.28549372832369946,346,0.023875,8,,0,,0,matt chapman,Matt Chapman,3B,SF,47.7,TEN_DAY_DL
682177,0.2853812934782609,276,0.23706446666666667,45,0.21841018181818184,11,,0,daniel schneemann,Daniel Schneemann,2B,Cle,1.39,ACTIVE
664770,0.285273393939394,297,0.2604925736434109,129,0.25109768493150686,73,0.24925806451612903,31,nathan lukes,Nathan Lukes,RF,Tor,0.87,ACTIVE
595978,0.2840378505747126,174,0.2680354074074074,54,0.23010267741935486,31,0.27985079999999996,10,austin hedges,Austin Hedges,C,Cle,0.22,ACTIVE
665750,0.2837283534482759,348,0.27683156382978724,94,0.2579995166666667,60,0.2301708823529412,17,leody taveras,Leody Taveras,CF,Bal,0.74,ACTIVE
695600,0.2835325668202765,434,0.26456335294117644,136,0.2726480657894737,76,0.3047262857142857,21,carter jensen,Carter Jensen,C,KC,35.75,ACTIVE
663743,0.28347991472868217,258,0.3121041818181818,66,0.3849642121212121,33,0.0615,4,nick fortes,Nick Fortes,C,TB,2.74,ACTIVE
681393,0.28285154506437765,233,,0,,0,,0,connor norby,Connor Norby,3B,Col,0.56,ACTIVE
645305,0.2825346166666666,60,0.26097183783783784,37,0.28781627272727267,22,0.0,1,ali sanchez,Ali Sanchez,C,NYY,0.07,ACTIVE
596146,0.2822480380952381,105,0.27260044,100,0.2747183148148148,54,0.18150061538461537,13,max kepler,Max Kepler,LF,Ari,0.16,ACTIVE
670242,0.28224634074074073,135,,0,,0,,0,matt wallner,Matt Wallner,RF,Min,0.51,ACTIVE
695720,0.28202118823529415,85,0.28202118823529415,85,0.2796831923076923,78,0.21786956521739131,23,tommy white,Tommy White,3B,Oak,1.09,ACTIVE
702222,0.28200276967930027,343,0.3071683406593407,91,0.3219301346153846,52,0.3455072,20,justin crawford,Justin Crawford,CF,Phi,4.56,ACTIVE
669004,0.28131051048951056,143,,0,,0,,0,mj melendez,MJ Melendez,LF,NYM,0.11,ACTIVE
676356,0.2805664008810573,227,0.28038915000000003,80,0.26217907500000004,40,0.21225,8,jonny deluca,Jonny DeLuca,CF,TB,0.5,ACTIVE
681508,0.28013219491525426,118,,0,,0,,0,mickey gasper,Mickey Gasper,C,Bos,0.1,ACTIVE
694362,0.280129322147651,149,,0,,0,,0,blake dunn,Blake Dunn,RF,Cin,0.2,SIXTY_DAY_DL
669743,0.2795683103448276,145,0.2485388,20,0.2996151818181818,11,0.43092233333333335,3,alex call,Alex Call,RF,LAD,0.16,ACTIVE
514888,0.27915809571788414,397,0.2450361897810219,137,0.2565305,72,0.34933087999999995,25,jose altuve,Jose Altuve,2B,Hou,75.05,ACTIVE
669357,0.27904647136563876,227,,0,,0,,0,nolan gorman,Nolan Gorman,3B,StL,1.44,ACTIVE
676609,0.27820867335243554,349,0.2616529893617021,94,0.3285291276595744,47,0.3379715555555556,9,jose caballero,Jose Caballero,RF,NYY,28.65,ACTIVE
691594,0.27785713015873015,315,0.30554947933884297,121,0.2914174603174604,63,0.3326936,20,javier sanoja,Javier Sanoja,LF,Mia,5.36,ACTIVE
664774,0.27773712500000003,88,0.27380820000000006,75,0.2765196428571428,42,0.24850000000000003,8,lamonte wade jr,LaMonte Wade Jr.,1B,Hou,0.1,ACTIVE
666971,0.27727542857142856,189,0.28055563265306116,49,,0,,0,lourdes gurriel jr,Lourdes Gurriel Jr.,LF,Ari,0.65,TEN_DAY_DL
669384,0.27715282857142853,35,0.27173555555555556,9,,0,,0,raynel delgado,Raynel Delgado,2B,Hou,0.02,ACTIVE
543510,0.2768533084112149,107,0.3651670212765957,47,0.39716250000000003,36,0.340396705882353,17,james mccann,James McCann,C,Ari,0.48,ACTIVE
641584,0.2767115,90,,0,,0,,0,jake fraley,Jake Fraley,RF,TB,0.1,SIXTY_DAY_DL
690976,0.27671094545454544,220,0.11158333333333333,24,0.03933333333333333,3,,0,alex freeland,Alex Freeland,3B,LAD,0.34,ACTIVE
669701,0.2766433372781065,169,0.25818947169811324,53,0.2562825625,32,0.3385465,16,josh smith,Josh Smith,SS,Tor,1.26,ACTIVE
676914,0.2765341231884058,138,0.30427590909090907,22,0.30427590909090907,22,0.35669425,8,davis schneider,Davis Schneider,LF,Tor,0.29,ACTIVE
694203,0.27590637349397595,166,0.242454935483871,93,0.26501888372093024,43,0.13962472727272726,11,denzer guzman,Denzer Guzman,SS,LAA,0.29,ACTIVE
695020,0.2758785161290323,31,,0,,0,,0,tanner murray,Tanner Murray,3B,ChW,0.02,SIXTY_DAY_DL
666023,0.2757626294416244,197,0.30116130612244896,49,0.34772436363636366,33,0.3346923076923077,13,freddy fermin,Freddy Fermin,C,SD,0.42,ACTIVE
690984,0.2756751916666667,120,0.3141503636363636,66,0.31698201960784317,51,0.2791666666666666,6,petey halpin,Petey Halpin,CF,Cle,0.11,ACTIVE
700337,0.27466497435897436,195,0.3511751785714286,28,0.3511751785714286,28,0.388577,8,edgar quero,Edgar Quero,C,ChW,0.43,ACTIVE
695336,0.2743235,82,,0,,0,,0,thomas saggese,Thomas Saggese,2B,StL,0.11,ACTIVE
687363,0.2737392325581396,172,,0,,0,,0,victor scott ii,Victor Scott II,CF,StL,0.65,ACTIVE
665966,0.2736963397129186,209,0.2474475593220339,59,0.24642390625,32,0.2950953529411765,17,carlos narvaez,Carlos Narvaez,C,Bal,0.97,ACTIVE
595879,0.27225050847457627,118,0.22426681081081082,37,0.22426681081081082,37,0.18154844444444443,18,javier baez,Javier Baez,SS,Det,3.56,ACTIVE
672761,0.2722192114285714,175,,0,,0,,0,wenceel perez,Wenceel Perez,RF,Det,0.31,SIXTY_DAY_DL
686452,0.2720910878378378,148,0.27133864705882355,17,,0,,0,drew millas,Drew Millas,C,Wsh,0.05,TEN_DAY_DL
553993,0.2719754761904762,336,0.28964579674796753,123,0.30975438709677416,62,0.3920141363636364,22,eugenio suarez,Eugenio Suarez,3B,Cin,37.78,ACTIVE
699912,0.27185538372093027,172,,0,,0,,0,jose fernandez,Jose Fernandez,SS,Ari,0.91,ACTIVE
668670,0.27147095161290324,124,0.3309755813953489,43,0.3276305454545454,22,0.3492823333333333,9,jake rogers,Jake Rogers,C,Bos,0.16,ACTIVE
678662,0.2714478266331658,398,0.2509405188679245,106,0.25653338461538466,52,0.37467426086956535,23,ezequiel tovar,Ezequiel Tovar,SS,Col,3.06,ACTIVE
606992,0.2714296172839506,81,0.20875015384615384,13,,0,,0,eric haase,Eric Haase,C,FA,0.04,ACTIVE
683083,0.27134261096605744,383,0.2752152,120,0.2746742702702703,74,0.25697949999999997,28,nasim nunez,Nasim Nunez,SS,Wsh,9.05,ACTIVE
664056,0.2710697818181818,110,,0,,0,,0,harrison bader,Harrison Bader,CF,SF,1.17,TEN_DAY_DL
664728,0.2709703826530612,196,0.2229928888888889,18,0.2229928888888889,18,0.2229928888888889,18,kyle isbel,Kyle Isbel,CF,KC,1.14,ACTIVE
660162,0.2708362421875,128,,0,,0,,0,yoan moncada,Yoan Moncada,3B,LAA,0.12,SIXTY_DAY_DL
823550,0.27047898387096775,124,0.259537,60,0.20729537500000003,24,0.4075395714285714,7,sungmun song,Sung-Mun Song,3B,SD,0.34,ACTIVE
805347,0.27021887,100,0.27511460000000004,95,0.2772852321428571,56,0.18714285714285714,14,jim jarvis,Jim Jarvis,SS,Atl,0.39,ACTIVE
666152,0.26973605597014927,268,0.276737375,56,0.2871844878048781,41,0.24427509523809526,21,david hamilton,David Hamilton,2B,Mil,0.92,ACTIVE
686797,0.26959769026548674,452,0.2471931729323308,133,0.22966666176470588,68,0.23904360000000002,20,brooks lee,Brooks Lee,SS,Min,38.92,ACTIVE
663604,0.269459175257732,97,0.021333333333333333,3,0.021333333333333333,3,0.032,2,brandon lockridge,Brandon Lockridge,LF,Mil,0.14,ACTIVE
682668,0.26929092513368985,187,0.25426190476190474,42,0.18971428571428572,28,0.16127272727272726,11,luisangel acuna,Luisangel Acuna,2B,ChW,0.68,ACTIVE
645302,0.26858337599999993,125,0.2828178571428572,56,0.3075868235294118,17,,0,victor robles,Victor Robles,RF,Sea,0.24,ACTIVE
665926,0.2677504353562005,379,0.26469096000000003,100,0.27260371875,64,0.2510988214285714,28,andres gimenez,Andres Gimenez,2B,Tor,8.77,ACTIVE
665861,0.2674225892857143,56,,0,,0,,0,sebastian rivero,Sebastian Rivero,C,LAA,0.03,TEN_DAY_DL
681351,0.26708931225296445,253,0.22756963793103452,58,0.09335294117647058,17,,0,logan ohoppe,Logan O'Hoppe,C,Tex,1.5,ACTIVE
686780,0.2663794578313253,166,0.17261711999999999,25,0.24982533333333334,9,0.25266666666666665,3,pedro pages,Pedro Pages,C,StL,0.34,ACTIVE
672356,0.26591695522388065,134,0.2815784736842105,76,0.18665370967741937,31,0.08083333333333333,6,gabriel arias,Gabriel Arias,SS,NYM,0.23,ACTIVE
672724,0.265608745819398,299,0.14598733962264152,53,0.16529490909090908,22,0.179,9,oswald peraza,Oswald Peraza,3B,LAA,0.99,ACTIVE
621550,0.2648237209302326,43,,0,,0,,0,patrick wisdom,Patrick Wisdom,1B,Sea,0.01,ACTIVE
663368,0.26472131,100,0.36820666666666674,3,,0,,0,blake perkins,Blake Perkins,CF,Cle,0.04,ACTIVE
802415,0.26434762790697675,430,0.277883368,125,0.26709445833333334,72,0.25462962962962965,27,chandler simpson,Chandler Simpson,CF,TB,40.95,ACTIVE
642201,0.26431430322580646,155,0.20601679069767442,43,0.19851476923076922,26,0.201906,12,eli white,Eli White,RF,Bos,0.16,ACTIVE
687231,0.26397015909090904,132,,0,,0,,0,darell hernaiz,Darell Hernaiz,SS,Oak,0.1,ACTIVE
691785,0.2632414801762115,227,,0,,0,,0,marcelo mayer,Marcelo Mayer,3B,SF,1.54,TEN_DAY_DL
656484,0.2631659946236559,186,0.16548416666666668,30,0.16098416666666668,6,0.24147625,4,tristan gray,Tristan Gray,2B,Min,0.19,ACTIVE
680728,0.26287722580645156,186,0.25934884848484857,33,0.21386363636363637,22,0.31766666666666665,3,adrian del castillo,Adrian Del Castillo,DH,Ari,0.11,ACTIVE
664954,0.2628602516129033,155,0.252288825,40,0.25464359999999997,20,0.3544102857142857,7,brett sullivan,Brett Sullivan,C,Col,0.13,ACTIVE
670032,0.2616795445026178,191,0.25930712499999997,104,0.2552170338983051,59,0.23788235294117643,17,nicky lopez,Nicky Lopez,3B,Tex,0.26,ACTIVE
687749,0.26151430263157893,76,0.30554536363636364,44,0.30739811111111104,27,0.2979749,10,jase bowen,Jase Bowen,CF,SD,0.04,ACTIVE
553869,0.2606579290780142,141,0.260628925,80,0.19270733333333334,45,0.19465813333333334,15,elias diaz,Elias Diaz,C,Tex,0.18,ACTIVE
656775,0.2600725249343832,381,0.23190404545454546,110,0.22854503333333334,60,0.3349096111111111,18,cedric mullins,Cedric Mullins,CF,TB,2.53,ACTIVE
681807,0.25853969461077847,167,0.20992829729729728,37,0.19901117647058822,17,,0,david fry,David Fry,DH,Cle,0.11,ACTIVE
641555,0.25787081318681315,91,,0,,0,,0,jc escarra,J.C. Escarra,C,NYY,0.09,ACTIVE
682877,0.2570463571428571,56,,0,,0,,0,juan brito,Juan Brito,2B,Cin,0.04,ACTIVE
650391,0.2570389142857143,35,,0,,0,,0,eloy jimenez,Eloy Jimenez,RF,Tor,0.05,ACTIVE
670097,0.2566853114754098,61,0.21479114285714287,7,,0,,0,zack short,Zack Short,SS,NYM,0.02,ACTIVE
676694,0.2565305816993464,153,0.21600000000000003,9,0.2974,5,0.2974,5,jake meyers,Jake Meyers,CF,Hou,0.26,ACTIVE
694728,0.2564293632286996,223,0.24524022222222225,18,,0,,0,brice matthews,Brice Matthews,2B,Hou,0.29,TEN_DAY_DL
656976,0.25570780898876405,89,0.23407043478260872,23,,0,,0,pavin smith,Pavin Smith,DH,Ari,0.1,ACTIVE
608701,0.2550943095238095,126,0.32866666666666666,9,0.32866666666666666,9,,0,rob refsnyder,Rob Refsnyder,RF,FA,0.09,ACTIVE
806068,0.25508703004291844,233,0.26226032407407407,108,0.284761619047619,63,0.31773684210526315,19,colt emerson,Colt Emerson,SS,Sea,5.13,ACTIVE
701305,0.25372765432098765,81,0.2518290967741935,31,0.1457316923076923,13,0.0,1,zach dezenzo,Zach Dezenzo,LF,Hou,0.04,ACTIVE
687597,0.25294915,100,0.20315384615384616,13,0.20315384615384616,13,0.20315384615384616,13,jordan beck,Jordan Beck,LF,Col,0.53,ACTIVE
695670,0.2529102682926829,41,0.2529102682926829,41,0.2347298125,32,0.3352905384615385,13,harry ford,Harry Ford,C,Wsh,0.45,ACTIVE
682997,0.2521015,106,0.16827280952380952,42,0.04392307692307692,13,,0,tyler callihan,Tyler Callihan,2B,Pit,0.14,ACTIVE
687515,0.25147716949152543,118,0.2179328536585366,41,0.15986515384615382,13,,0,colby thomas,Colby Thomas,RF,Phi,0.07,ACTIVE
678009,0.2507099487179487,39,,0,,0,,0,parker meadows,Parker Meadows,CF,Det,0.39,SIXTY_DAY_DL
660710,0.2501600227272727,88,0.15983333333333333,18,,0,,0,rodolfo duran,Rodolfo Duran,C,SD,0.03,ACTIVE
672820,0.2492843620689655,116,,0,,0,,0,lenyn sosa,Lenyn Sosa,2B,Tor,0.5,SIXTY_DAY_DL
623168,0.24907168217054262,129,0.25780202702702704,37,0.2480070869565218,23,0.2857142857142857,7,tyler heineman,Tyler Heineman,C,LAA,0.1,ACTIVE
596115,0.2487722386363636,176,,0,,0,,0,trevor story,Trevor Story,SS,Bos,9.78,SIXTY_DAY_DL
670764,0.24800781818181822,319,0.22299223529411769,102,0.197072693877551,49,0.27574604545454545,22,taylor walls,Taylor Walls,SS,TB,0.27,ACTIVE
686668,0.24695685,140,0.24923628571428572,21,0.24923628571428572,21,0.21700000000000003,14,brenton doyle,Brenton Doyle,CF,ChW,4.65,ACTIVE
691373,0.24603906122448976,49,0.14325000000000002,12,0.14325000000000002,12,0.0,2,jhostynxon garcia,Jhostynxon Garcia,CF,Pit,0.16,ACTIVE
682622,0.24576783510638298,188,0.18879735869565217,92,0.19039637999999998,50,0.1644285714285714,14,noelvi marte,Noelvi Marte,RF,Cin,5.41,ACTIVE
643376,0.24573016546762588,139,,0,,0,,0,danny jansen,Danny Jansen,C,Tex,0.28,SIXTY_DAY_DL
606115,0.24568662,50,,0,,0,,0,orlando arcia,Orlando Arcia,SS,Min,0.06,ACTIVE
696135,0.24564038461538462,91,0.2080582372881356,59,0.5145000000000001,2,,0,kahlil watson,Kahlil Watson,CF,Cle,0.15,ACTIVE
695508,0.24505004918032783,61,0.24505004918032783,61,0.23467951515151517,33,0.22378720000000002,10,cam cauley,Cam Cauley,SS,Tex,0.1,ACTIVE
807747,0.2446206896551724,29,,0,,0,,0,rikuu nishida,Rikuu Nishida,RF,ChW,0.06,ACTIVE
624512,0.2433778181818182,33,,0,,0,,0,reese mcguire,Reese McGuire,C,ChW,0.04,ACTIVE
642215,0.24329040384615386,104,0.19458575,52,0.2159092051282051,39,0.2509817142857143,7,weston wilson,Weston Wilson,LF,Sea,0.04,ACTIVE
660844,0.24189430400000003,125,0.2798312857142856,7,0.2798312857142856,7,0.23866666666666667,3,leo rivas,Leo Rivas,2B,Sea,0.07,ACTIVE
642851,0.2409027402597402,77,0.17524519047619047,21,0.17524519047619047,21,0.2841666666666667,6,austin wynns,Austin Wynns,C,Tex,0.05,ACTIVE
457705,0.24056389024390243,82,,0,,0,,0,andrew mccutchen,Andrew McCutchen,DH,FA,0.11,ACTIVE
675961,0.23880829770992365,131,0.25907952857142863,70,0.27038629268292685,41,0.2771253076923077,13,alika williams,Alika Williams,3B,Oak,0.08,ACTIVE
670770,0.23775914222222222,225,0.2014067358490566,53,0.18033493333333334,15,0.481,1,tj friedl,TJ Friedl,CF,Cin,8.57,ACTIVE
596117,0.23636657142857143,42,0.20371428571428568,14,0.21209999999999996,10,0.2017142857142857,7,garrett stubbs,Garrett Stubbs,C,Phi,0.07,ACTIVE
624428,0.23636083838383837,99,0.217625,8,0.217625,8,0.217625,8,adam frazier,Adam Frazier,2B,LAA,0.09,ACTIVE
596103,0.2360530410958904,73,,0,,0,,0,austin slater,Austin Slater,LF,TB,0.01,ACTIVE
828599,0.23518182926829267,41,0.23518182926829267,41,0.2336460344827586,29,,0,lucas spence,Lucas Spence,CF,Hou,0.01,ACTIVE
543877,0.23441918691588784,214,0.22118581395348832,43,0.16904596000000002,25,0.07150000000000001,2,christian vazquez,Christian Vazquez,C,Hou,0.65,ACTIVE
694025,0.2326315789473684,38,,0,,0,,0,felix reyes,Felix Reyes,LF,Phi,0.05,ACTIVE
691011,0.2314621320754717,159,0.16836609615384615,52,0.1752465135135135,37,0.07077777777777779,9,drew romo,Drew Romo,C,ChW,0.15,ACTIVE
678489,0.2313530352112676,142,0.3201113461538461,26,0.3548985294117647,17,0.45025000000000004,4,jorge barrosa,Jorge Barrosa,CF,Ari,0.05,ACTIVE
593871,0.23028450000000006,126,0.1926088769230769,65,0.19083679069767442,43,0.31381818181818183,11,jorge polanco,Jorge Polanco,DH,NYM,5.77,ACTIVE
669397,0.22789151754385964,114,0.1970998222222222,45,0.2267553076923077,13,0.20333333333333334,3,nick allen,Nick Allen,SS,Hou,0.07,ACTIVE
650968,0.2271162790697674,43,0.17109999999999997,10,0.17109999999999997,10,0.21033333333333334,3,yohel pozo,Yohel Pozo,C,Bal,0.06,ACTIVE
681546,0.22377974404761905,168,0.20706976119402987,67,0.25716216000000003,25,0.409,1,james outman,James Outman,CF,Det,0.09,ACTIVE
666624,0.22064443835616437,73,,0,,0,,0,christopher morel,Christopher Morel,LF,NYM,0.15,ACTIVE
656577,0.22004924637681159,69,0.24970821739130433,23,0.21860741666666664,12,0.0,1,alex jackson,Alex Jackson,C,Min,0.04,ACTIVE
688363,0.21271347619047618,105,0.24522222222222226,9,0.24522222222222226,9,,0,graham pauley,Graham Pauley,3B,Mia,0.05,ACTIVE
668942,0.21268901408450702,71,0.2075342857142857,56,0.20899896774193552,31,0.12828571428571428,7,josh rojas,Josh Rojas,3B,KC,0.05,ACTIVE
