owner,name,team,own,slots,per_game,rank,signal,etfr,src,vol,inj,ret,xfp_ros,xfp_po,buckets,k,xwoba_window,rank_full_window,window_full,season_fp_g,n_g
FA,Daniel Vogelbach,FA,0.0,"['DH', 'UTIL', 'BE', 'IL']",1.56,,stash,,talent_prior·flat↓,,,,28.0,16.0,{'UTIL'},daniel vogelbach,,,,,
FA,Jeimer Candelario,LAA,0.1,"['1B', '3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.59,,stash,,talent_prior·flat↓,,,,28.0,17.0,"{'UTIL', '1B/3B'}",jeimer candelario,,,,0.14285714285714285,7.0
FA,Blaze Jordan,StL,1.4,"['1B', '3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.69,177.0,hold,7.0,id·vol,2.34,,,28.0,16.0,"{'UTIL', '1B/3B'}",blaze jordan,0.3086287074468085,,False,1.5925925925925926,54.0
FA,Evan Carter,Tex,2.0,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.63,225.0,hold,13.0,id·vol,2.5,,,28.0,17.0,"{'UTIL', 'OF'}",evan carter,0.2576573066666666,393.0,True,1.3063063063063063,111.0
FA,Justin Crawford,Phi,3.7,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",1.73,148.0,hold,14.0,id·vol,2.35,,,28.0,17.0,"{'UTIL', 'OF'}",justin crawford,0.2746462488888889,344.0,True,1.4444444444444444,117.0
FA,Tim Tawa,Ari,5.7,"['1B', '2B', '2B/SS', '1B/3B', 'IF', 'CF', 'OF', 'UTIL', 'BE', 'IL', 'LF', '3B']",1.49,323.0,drop,7.0,id·vol,2.67,,,28.0,16.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",tim tawa,0.3151230711111111,159.0,True,1.7058823529411764,68.0
FA,Tommy Pham,NYM,0.0,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.59,,stash,,talent_prior·flat↓,,,,28.0,17.0,"{'UTIL', 'OF'}",tommy pham,,,,-0.7142857142857143,7.0
FA,Abraham Toro,KC,0.0,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.56,,stash,,talent_prior·flat↓,,,,28.0,16.0,"{'UTIL', '1B/3B'}",abraham toro,,,,,
FA,Andres Gimenez,Tor,8.3,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'SS']",1.52,305.0,drop,14.0,id·vol,2.61,,,28.0,16.0,"{'2B/SS', 'UTIL'}",andres gimenez,0.27712648,336.0,True,1.5677966101694916,118.0
FA,Will Brennan,SF,0.0,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.61,,stash,,talent_prior·flat↓,,,,28.0,17.0,"{'UTIL', 'OF'}",will brennan,,,,-0.09090909090909091,11.0
FA,Gavin Sheets,SD,8.2,"['LF', 'OF', 'DH', 'UTIL', 'BE', 'IL', '1B', '1B/3B', 'IF']",1.68,184.0,drop,14.0,id·vol,2.39,,,28.0,16.0,"{'UTIL', '1B/3B', 'OF'}",gavin sheets,0.2949738444444444,259.0,True,1.7058823529411764,119.0
FA,Francisco Alvarez,NYM,9.9,"['C', 'UTIL', 'BE', 'IL', 'DH']",1.55,287.0,drop,11.0,id·vol,2.62,,,28.0,17.0,"{'C', 'UTIL'}",francisco alvarez,0.320435511111111,134.0,True,1.2857142857142858,91.0
FA,Mark Canha,Tex,0.0,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.56,,stash,,talent_prior·flat↓,,,,28.0,16.0,"{'UTIL', 'OF'}",mark canha,,,,,
FA,Thairo Estrada,FA,0.0,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.55,,stash,,talent_prior·flat↓,,,,28.0,16.0,"{'2B/SS', 'UTIL'}",thairo estrada,,,,,
FA,Stuart Fairchild,Sea,0.0,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.57,,stash,,talent_prior·flat↓,,,,28.0,16.0,"{'UTIL', 'OF'}",stuart fairchild,,,,0.25,12.0
FA,Nick Loftin,KC,0.7,"['LF', 'OF', 'UTIL', 'BE', 'IL', '2B', '2B/SS', 'IF', '3B', '1B/3B']",1.55,285.0,drop,11.0,id·vol,2.64,,,28.0,17.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",nick loftin,0.3006883955555555,231.0,True,1.913978494623656,93.0
FA,Joey Meneses,Oak,0.0,"['1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.51,,stash,,talent_prior·flat↓,,,,27.0,16.0,"{'UTIL', '1B/3B'}",joey meneses,,,,0.6666666666666666,9.0
FA,Chas McCormick,ChC,0.0,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.54,,stash,,talent_prior·flat↓,,,,27.0,16.0,"{'UTIL', 'OF'}",chas mccormick,,,,,
FA,Enmanuel Valdez,Pit,0.0,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.54,,stash,,talent_prior·flat↓,,,,27.0,16.0,"{'UTIL', '1B/3B'}",enmanuel valdez,,,,,
FA,Eddie Rosario,FA,0.0,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.52,,stash,,talent_prior·flat↓,,,,27.0,16.0,"{'UTIL', 'OF'}",eddie rosario,,,,,
FA,J.T. Realmuto,Phi,15.9,"['C', 'UTIL', 'BE', 'IL']",1.5,318.0,drop,12.0,id·vol,2.62,,,27.0,16.0,"{'C', 'UTIL'}",jt realmuto,0.3290462355555555,100.0,True,1.6666666666666667,96.0
FA,Spencer Jones,NYY,9.8,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'RF', 'LF']",1.59,252.0,hold,6.0,id·vol,2.42,,,27.0,16.0,"{'UTIL', 'OF'}",spencer jones,0.3195388439306358,,False,1.3272727272727274,55.0
FA,Dylan Moore,Phi,0.1,"['2B', 'SS', '2B/SS', 'IF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.52,,stash,,talent_prior·flat↓,,,,27.0,16.0,"{'2B/SS', 'UTIL', 'OF'}",dylan moore,,,,-0.1,10.0
FA,Nathan Church,StL,0.9,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.57,272.0,hold,12.0,id·vol,2.45,,,27.0,16.0,"{'UTIL', 'OF'}",nathan church,0.2724614844444444,353.0,True,1.5980392156862746,102.0
FA,Jared Triolo,Pit,0.4,"['1B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.67,201.0,hold,10.0,id·vol,2.31,,,27.0,16.0,"{'2B/SS', 'UTIL', '1B/3B'}",jared triolo,0.2997924755555555,236.0,True,1.2613636363636365,88.0
FA,Andrew Benintendi,ChW,3.5,"['LF', 'OF', 'DH', 'UTIL', 'BE', 'IL']",1.62,233.0,hold,13.0,id·vol,2.38,,,27.0,16.0,"{'UTIL', 'OF'}",andrew benintendi,0.3093301555555555,186.0,True,1.7739130434782608,115.0
FA,Joey Ortiz,Mil,3.3,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.65,210.0,hold,11.0,id·vol,2.32,,,27.0,16.0,"{'2B/SS', 'UTIL', '1B/3B'}",joey ortiz,0.3078156622222222,198.0,True,1.65625,96.0
FA,Rowdy Tellez,Atl,0.1,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.54,,stash,,talent_prior·flat↓,,,,27.0,16.0,"{'UTIL', '1B/3B'}",rowdy tellez,,,,1.2857142857142858,7.0
FA,Luis Lara,Mil,2.0,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.62,235.0,hold,4.0,id·vol,2.37,,,27.0,16.0,"{'UTIL', 'OF'}",luis lara,0.3213454789915965,,False,1.8823529411764706,34.0
FA,Jonah Heim,Oak,2.5,"['C', 'DH', 'UTIL', 'BE', 'IL']",1.51,308.0,drop,10.0,id·vol,2.58,,,27.0,16.0,"{'C', 'UTIL'}",jonah heim,0.3024299111111111,220.0,True,1.728395061728395,81.0
FA,Carlos Cortes,Oak,3.0,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'DH', 'LF', 'P', 'RP']",1.85,103.0,hold,12.0,id·vol,2.12,,,27.0,16.0,"{'UTIL', 'OF'}",carlos cortes,0.2804066355555555,321.0,True,1.6145833333333333,96.0
FA,Jose Caballero,NYY,25.4,"['2B', '3B', 'SS', '2B/SS', '1B/3B', 'IF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.68,189.0,hold,13.0,id·vol,2.27,,,26.0,16.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",jose caballero,0.2891619866666666,285.0,True,1.6952380952380952,105.0
FA,Donovan Solano,FA,0.0,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.47,,stash,,talent_prior·flat↓,,,,26.0,15.0,"{'UTIL', '1B/3B'}",donovan solano,,,,,
FA,George Lombard Jr.,NYY,22.4,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.46,344.0,drop,2.0,id·vol,2.59,,,26.0,15.0,"{'2B/SS', 'UTIL'}",george lombard,0.2971404590163934,,False,1.8235294117647058,17.0
FA,Tristan Peters,ChW,2.5,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.73,155.0,hold,14.0,id·vol,2.15,,,26.0,15.0,"{'UTIL', 'OF'}",tristan peters,0.3176890622222222,148.0,True,1.7916666666666667,120.0
FA,Pedro Ramirez,ChC,1.4,"['2B', '3B', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', 'DH']",1.68,190.0,hold,6.0,id·vol,2.23,,,26.0,15.0,"{'2B/SS', 'UTIL', '1B/3B'}",pedro ramirez,0.290118082278481,,False,1.8113207547169812,53.0
FA,Kyle Farmer,FA,0.0,"['2B', '2B/SS', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.49,,stash,,talent_prior·flat↓,,,,26.0,15.0,"{'2B/SS', 'UTIL'}",kyle farmer,,,,0.5555555555555556,9.0
FA,Jonny DeLuca,TB,0.5,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'RF']",1.67,196.0,hold,10.0,id·vol,2.23,,,26.0,15.0,"{'UTIL', 'OF'}",jonny deluca,0.2700438355555555,362.0,True,1.948051948051948,77.0
FA,Anthony Rizzo,FA,0.1,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.48,,stash,,talent_prior·flat↓,,,,26.0,15.0,"{'UTIL', '1B/3B'}",anthony rizzo,,,,,
FA,Hunter Renfroe,FA,0.0,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.5,,stash,,talent_prior·flat↓,,,,26.0,15.0,"{'UTIL', 'OF'}",hunter renfroe,,,,,
FA,Robbie Grossman,FA,0.0,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.47,,stash,,talent_prior·flat↓,,,,26.0,15.0,"{'UTIL', 'OF'}",robbie grossman,,,,,
FA,Yasmani Grandal,FA,0.0,"['C', 'UTIL', 'BE', 'IL']",1.47,,stash,,talent_prior·flat↓,,,,26.0,15.0,"{'C', 'UTIL'}",yasmani grandal,,,,,
FA,Nick Senzel,LAD,0.0,"['3B', '1B/3B', 'IF', 'LF', 'OF', 'UTIL', 'BE', 'IL']",1.49,,stash,,talent_prior·flat↓,,,,26.0,15.0,"{'UTIL', '1B/3B', 'OF'}",nick senzel,,,,,
FA,Oswaldo Cabrera,NYY,0.1,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.48,,stash,,talent_prior·flat↓,,,,26.0,15.0,"{'UTIL', '1B/3B'}",oswaldo cabrera,,,,-1.3333333333333333,3.0
FA,David Hamilton,Mil,1.1,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B', 'SS']",1.62,234.0,hold,11.0,id·vol,2.29,,,26.0,15.0,"{'2B/SS', 'UTIL', '1B/3B'}",david hamilton,0.2642806533333333,377.0,True,1.4891304347826086,92.0
FA,Travis Jankowski,FA,0.0,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.47,,stash,,talent_prior·flat↓,,,,26.0,15.0,"{'UTIL', 'OF'}",travis jankowski,,,,,
FA,Yan Gomes,FA,0.0,"['C', 'UTIL', 'BE', 'IL']",1.43,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'C', 'UTIL'}",yan gomes,,,,,
FA,Dylan Beavers,Bal,1.1,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'DH']",1.53,297.0,hold,8.0,id·vol,2.39,,,25.0,15.0,"{'UTIL', 'OF'}",dylan beavers,0.3092669555555555,188.0,True,1.3918918918918919,74.0
FA,Owen Miller,ChC,0.0,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.41,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'2B/SS', 'UTIL'}",owen miller,,,,,
FA,Coby Mayo,Bal,1.7,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL', '3B', 'DH']",1.43,364.0,drop,10.0,id·vol,2.49,,,25.0,15.0,"{'UTIL', '1B/3B'}",coby mayo,0.3348346533333333,85.0,True,1.4848484848484849,99.0
FA,Yuli Gurriel,FA,0.0,"['DH', 'UTIL', 'BE', 'IL']",1.46,,stash,,talent_prior·flat↓,,,,25.0,15.0,{'UTIL'},yuli gurriel,,,,,
FA,Nolan Jones,Sea,0.1,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.4,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'UTIL', 'OF'}",nolan jones,,,,,
FA,Andrew Knizner,SF,0.0,"['C', 'UTIL', 'BE', 'IL']",1.39,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'C', 'UTIL'}",andrew knizner,,,,1.3333333333333333,6.0
FA,Tyler Fitzgerald,LAD,0.0,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.44,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'2B/SS', 'UTIL'}",tyler fitzgerald,,,,,
FA,Troy Johnston,Col,4.3,"['1B', '1B/3B', 'IF', 'LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'DH']",1.67,198.0,hold,13.0,id·vol,2.12,,,25.0,14.0,"{'UTIL', '1B/3B', 'OF'}",troy johnston,0.3307489955555555,96.0,True,1.7850467289719627,107.0
FA,Jon Singleton,FA,0.0,"['1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.39,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'UTIL', '1B/3B'}",jon singleton,,,,,
FA,Jose Abreu,FA,0.0,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.43,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'UTIL', '1B/3B'}",jose abreu,,,,,
FA,Christian Encarnacion-Strand,Bal,2.4,"['1B', '3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.6,246.0,hold,4.0,id·vol,2.24,,,25.0,15.0,"{'UTIL', '1B/3B'}",christian encarnacion strand,0.2972358908020013,248.0,True,1.8275862068965518,29.0
FA,Christian Bethancourt,Pit,0.0,"['C', 'UTIL', 'BE', 'IL']",1.44,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'C', 'UTIL'}",christian bethancourt,,,,,
FA,Kevin Kiermaier,FA,0.0,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.42,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'UTIL', 'OF'}",kevin kiermaier,,,,,
FA,Jack Suwinski,LAD,0.0,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.38,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'UTIL', 'OF'}",jack suwinski,,,,,
FA,Vidal Brujan,NYM,0.0,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.38,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'UTIL', '1B/3B'}",vidal brujan,,,,0.6666666666666666,6.0
FA,DJ LeMahieu,FA,0.0,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.38,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'2B/SS', 'UTIL'}",dj lemahieu,,,,,
FA,Gio Urshela,FA,0.0,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.43,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'UTIL', '1B/3B'}",gio urshela,,,,,
FA,Kyle Isbel,KC,1.4,"['CF', 'OF', 'UTIL', 'BE', 'IL']",1.57,269.0,hold,8.0,id·vol,2.32,,,25.0,15.0,"{'UTIL', 'OF'}",kyle isbel,0.2666609511111111,373.0,True,1.3380281690140845,71.0
FA,Jesus Sanchez,Tor,1.5,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL', 'DH']",1.59,253.0,hold,9.0,id·vol,2.23,,,25.0,14.0,"{'UTIL', 'OF'}",jesus sanchez,0.3217781377777777,124.0,True,1.3977272727272727,88.0
FA,Adam Duvall,FA,0.0,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.41,,stash,,talent_prior·flat↓,,,,25.0,15.0,"{'UTIL', 'OF'}",adam duvall,,,,,
FA,Leody Taveras,Bal,0.7,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.37,402.0,drop,11.0,id·vol,2.48,,,24.0,14.0,"{'UTIL', 'OF'}",leody taveras,0.2473531244444444,405.0,True,1.5363636363636364,110.0
FA,Cavan Biggio,Hou,0.0,"['RF', 'OF', 'UTIL', 'BE', 'IL']",1.37,,stash,,talent_prior·flat↓,,,,24.0,15.0,"{'UTIL', 'OF'}",cavan biggio,,,,,
FA,Richie Palacios,TB,0.8,"['2B', '2B/SS', 'IF', 'LF', 'OF', 'UTIL', 'BE', 'IL']",1.54,291.0,drop,10.0,id·vol,2.22,,,24.0,14.0,"{'2B/SS', 'UTIL', 'OF'}",richie palacios,0.3079616933333333,196.0,True,1.7395833333333333,96.0
FA,Chris Taylor,LAA,0.0,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.35,,stash,,talent_prior·flat↓,,,,24.0,14.0,"{'UTIL', 'OF'}",chris taylor,,,,,
FA,Brandon Drury,KC,0.0,"['1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.37,,stash,,talent_prior·flat↓,,,,24.0,15.0,"{'UTIL', '1B/3B'}",brandon drury,,,,,
FA,Zach McKinstry,Det,3.1,"['3B', 'SS', '2B/SS', '1B/3B', 'IF', 'RF', 'OF', 'UTIL', 'BE', 'IL', '2B']",1.36,406.0,drop,10.0,id·vol,2.59,,,24.0,14.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",zach mckinstry,0.3081662666666667,195.0,True,1.4368932038834952,103.0
FA,Liover Peguero,Phi,0.0,"['1B', 'SS', '2B/SS', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.34,,stash,,talent_prior·flat↓,,,,24.0,14.0,"{'2B/SS', 'UTIL', '1B/3B'}",liover peguero,,,,,
FA,Dane Myers,Cin,0.3,"['CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.36,408.0,drop,7.0,id·vol,2.51,,,24.0,14.0,"{'UTIL', 'OF'}",dane myers,0.3047268444444445,210.0,True,1.2209302325581395,86.0
FA,Jihwan Bae,Mil,0.0,"['LF', 'CF', 'OF', 'UTIL', 'BE', 'IL']",1.37,,stash,,talent_prior·flat↓,,,,24.0,15.0,"{'UTIL', 'OF'}",jihwan bae,,,,0.5,2.0
FA,Emmanuel Rivera,FA,0.0,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.34,,stash,,talent_prior·flat↓,,,,24.0,14.0,"{'UTIL', '1B/3B'}",emmanuel rivera,,,,,
FA,Jean Segura,Bal,0.0,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.34,,stash,,talent_prior·flat↓,,,,24.0,14.0,"{'2B/SS', 'UTIL'}",jean segura,,,,,
FA,Jasson Dominguez,NYY,2.4,"['LF', 'OF', 'UTIL', 'BE', 'IL', 'RF', 'DH']",1.67,203.0,hold,8.0,id·vol,2.1,,,24.0,14.0,"{'UTIL', 'OF'}",jasson dominguez,0.2995167775774537,239.0,True,1.5961538461538463,52.0
FA,Corey Julks,Det,0.0,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.35,,stash,,talent_prior·flat↓,,,,24.0,14.0,"{'UTIL', 'OF'}",corey julks,,,,1.0,3.0
FA,Drew Gilbert,SF,0.4,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'CF', 'LF']",1.62,230.0,hold,11.0,id·vol,2.12,,,24.0,14.0,"{'UTIL', 'OF'}",drew gilbert,0.3321072577777778,95.0,True,1.4411764705882353,102.0
FA,Jose Fermin,StL,0.3,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'OF', 'LF', 'CF', '3B', '1B/3B']",1.64,221.0,hold,10.0,id·vol,2.12,,,24.0,14.0,"{'2B/SS', 'UTIL', '1B/3B', 'OF'}",jose fermin,0.3173343199999999,149.0,True,1.6373626373626373,91.0
FA,J.D. Davis,FA,0.0,"['1B', '3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.37,,stash,,talent_prior·flat↓,,,,24.0,15.0,"{'UTIL', '1B/3B'}",jd davis,,,,,
FA,Akil Baddoo,Mil,0.0,"['LF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.36,,stash,,talent_prior·flat↓,,,,24.0,14.0,"{'UTIL', 'OF'}",akil baddoo,,,,,
FA,Brian Anderson,Atl,0.0,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.32,,stash,,talent_prior·flat↓,,,,23.0,14.0,"{'UTIL', '1B/3B'}",brian anderson,,,,,
FA,Blake Sabol,TB,0.0,"['C', 'UTIL', 'BE', 'IL']",1.27,,stash,,talent_prior·flat↓,,,,23.0,13.0,"{'C', 'UTIL'}",blake sabol,,,,,
FA,J.P. Crawford,Sea,4.8,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', '3B', '1B/3B']",1.59,249.0,drop,12.0,id·vol,2.13,TEN_DAY_DL,2026-08-25,23.0,13.0,"{'2B/SS', 'UTIL', '1B/3B'}",jp crawford,0.2926761422222222,269.0,True,1.813953488372093,86.0
FA,Kristian Campbell,Bos,0.4,"['2B', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.29,,stash,,talent_prior·flat↓,,,,23.0,13.0,"{'2B/SS', 'UTIL'}",kristian campbell,,,,,
FA,Elehuris Montero,Col,0.0,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.31,,stash,,talent_prior·flat↓,,,,23.0,14.0,"{'UTIL', '1B/3B'}",elehuris montero,,,,,
FA,Garrett Cooper,Atl,0.0,"['1B', '1B/3B', 'IF', 'DH', 'UTIL', 'BE', 'IL']",1.32,,stash,,talent_prior·flat↓,,,,23.0,14.0,"{'UTIL', '1B/3B'}",garrett cooper,,,,,
FA,Matt Thaiss,Bos,0.0,"['C', 'UTIL', 'BE', 'IL']",1.26,,stash,,talent_prior·flat↓,,,,23.0,13.0,"{'C', 'UTIL'}",matt thaiss,,,,,
FA,Brady House,Wsh,0.9,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.18,485.0,drop,6.0,id·vol,2.76,,,23.0,13.0,"{'UTIL', '1B/3B'}",brady house,0.3264093511111111,108.0,True,1.5522388059701493,67.0
FA,Mike Yastrzemski,Atl,1.2,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'LF']",1.64,218.0,hold,11.0,id·vol,1.98,,,23.0,13.0,"{'UTIL', 'OF'}",mike yastrzemski,0.3373653155555555,79.0,True,1.3063063063063063,111.0
FA,Kaelen Culpepper,Min,3.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.54,292.0,drop,2.0,id·vol,2.13,,,23.0,13.0,"{'2B/SS', 'UTIL'}",kaelen culpepper,0.327041956521739,,False,1.4615384615384615,13.0
FA,Trey Mancini,LAA,0.0,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.28,,stash,,talent_prior·flat↓,,,,23.0,13.0,"{'UTIL', '1B/3B'}",trey mancini,,,,1.6,5.0
FA,Tyler O'Neill,Bal,0.7,"['RF', 'OF', 'UTIL', 'BE', 'IL', 'DH']",1.58,259.0,hold,9.0,id·vol,2.09,,,23.0,13.0,"{'UTIL', 'OF'}",tyler oneill,0.3072587066666666,200.0,True,1.1927710843373494,83.0
FA,Jonah Bride,Tex,0.0,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.33,,stash,,talent_prior·flat↓,,,,23.0,14.0,"{'UTIL', '1B/3B'}",jonah bride,,,,0.0,2.0
FA,Maikel Garcia,KC,58.3,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.79,122.0,hold,12.0,id·vol,2.6,TEN_DAY_DL,2026-09-01,23.0,13.0,"{'UTIL', '1B/3B'}",maikel garcia,0.3017729422222222,225.0,True,2.1506849315068495,73.0
FA,Ryan Waldschmidt,Ari,1.9,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.32,428.0,drop,6.0,id·vol,2.54,,,23.0,14.0,"{'UTIL', 'OF'}",ryan waldschmidt,0.3061245777777777,206.0,True,1.3650793650793651,63.0
FA,Jace Peterson,Ari,0.0,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL']",1.29,,stash,,talent_prior·flat↓,,,,23.0,13.0,"{'2B/SS', 'UTIL'}",jace peterson,,,,,
FA,Victor Mesa Jr.,TB,0.2,"['LF', 'CF', 'RF', 'OF', 'UTIL', 'BE', 'IL']",1.78,124.0,hold,7.0,id·vol,1.86,,,23.0,14.0,"{'UTIL', 'OF'}",victor mesa,0.3194674829990076,,False,1.8823529411764706,51.0
FA,Dylan Carlson,ChC,0.0,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.26,,stash,,talent_prior·flat↓,,,,23.0,13.0,"{'UTIL', 'OF'}",dylan carlson,,,,-1.0,2.0
FA,Matt Carpenter,FA,0.0,"['DH', 'UTIL', 'BE', 'IL']",1.3,,stash,,talent_prior·flat↓,,,,23.0,14.0,{'UTIL'},matt carpenter,,,,,
FA,Seth Brown,NYY,0.0,"['LF', 'OF', 'UTIL', 'BE', 'IL']",1.31,,stash,,talent_prior·flat↓,,,,23.0,14.0,"{'UTIL', 'OF'}",seth brown,,,,,
FA,Lane Thomas,Atl,1.0,"['CF', 'OF', 'UTIL', 'BE', 'IL', 'RF', 'LF']",1.73,154.0,hold,13.0,id·vol,1.88,,,23.0,13.0,"{'UTIL', 'OF'}",lane thomas,0.3165352933333333,153.0,True,1.5,106.0
FA,Tyler Nevin,FA,0.0,"['1B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.3,,stash,,talent_prior·flat↓,,,,23.0,14.0,"{'UTIL', '1B/3B'}",tyler nevin,,,,,
FA,Paul DeJong,NYY,0.0,"['3B', '1B/3B', 'IF', 'UTIL', 'BE', 'IL']",1.25,,stash,,talent_prior·flat↓,,,,22.0,13.0,"{'UTIL', '1B/3B'}",paul dejong,,,,,
FA,Jose Fernandez,Ari,1.1,"['SS', '2B/SS', 'IF', 'UTIL', 'BE', 'IL', 'DH', '1B', '1B/3B', '3B']",1.74,146.0,hold,7.0,id·vol,1.8,,,22.0,13.0,"{'2B/SS', 'UTIL', '1B/3B'}",jose fernandez,0.2839920260416666,,False,1.456140350877193,57.0
