batter,player_name,team,cur_n,cur_rate,pct_rank,n_comparable,n_bounce_eval,bounce_pct,median_next_rate,median_delta,unprecedented
681393,Connor Norby,MIA,31,0.1695,62.7,64,64.0,95.3,0.1796,0.0822,False
686452,Drew Millas,WSH,20,-0.03278688524590164,0.0,0,,,,,True
650489,Willi Castro,COL,26,0.051,4.3,28,28.0,96.4,0.1935,0.1618,False
694374,Tim Tawa,AZ,19,0.1321,60.8,31,17.0,64.7,0.0419,0.0315,False
666397,Edouard Julien,COL,28,0.198,70.0,163,163.0,85.3,0.133,0.0689,False
683357,Owen Caissie,MIA,31,-0.0594059405940594,,0,,,,,True
678662,Ezequiel Tovar,COL,34,0.053,1.8,7,7.0,100.0,0.0828,0.0525,False
677588,José Tena,WSH,25,0.1167,36.1,30,30.0,93.3,0.1895,0.134,False
680779,Henry Davis,PIT,23,0.1667,78.7,122,117.0,63.2,0.0542,0.0445,False
691723,Coby Mayo,BAL,26,0.0638,40.8,31,31.0,100.0,0.1701,0.1963,False
688363,Graham Pauley,MIA,25,0.0933,42.2,19,19.0,100.0,0.245,0.1939,False
683146,Brett Baty,NYM,31,0.0833,28.4,75,75.0,93.3,0.1188,0.1032,False
543510,James McCann,AZ,16,-0.0769,2.7,25,25.0,100.0,0.1592,0.2617,False
672275,Patrick Bailey,SF,26,0.0361,28.3,90,90.0,96.7,0.0893,0.1312,False
691720,Kyle Karros,COL,33,0.1652,100.0,10,10.0,100.0,0.1622,0.1133,False
681351,Logan O'Hoppe,LAA,25,0.1183,39.2,112,110.0,80.9,0.1102,0.1044,False
670242,Matt Wallner,MIN,29,0.017094017094017096,0.0,0,,,,,True
686668,Brenton Doyle,COL,30,0.0,14.9,56,56.0,82.1,0.1067,0.1863,False
700932,Kyle Manzardo,CLE,31,0.028037383177570093,0.0,0,,,,,True
691777,Max Muncy,ATH,26,0.0962,31.4,11,11.0,100.0,0.1455,0.0621,False
687597,Jordan Beck,COL,23,0.0563,31.6,56,49.0,79.6,0.1569,0.167,False
670764,Taylor Walls,TB,22,0.061,32.0,132,132.0,93.2,0.1092,0.1122,False
669003,Garrett Mitchell,MIL,31,0.114,15.7,16,16.0,93.8,0.187,0.087,False
700337,Edgar Quero,CWS,25,0.045454545454545456,0.0,0,,,,,True
672724,Oswald Peraza,LAA,31,0.2549,100.0,132,132.0,50.0,0.0848,-0.0079,False
681297,Colton Cowser,BAL,27,-0.0143,3.0,7,6.0,100.0,0.0039,0.0338,False
677942,Blaze Alexander,BAL,24,-0.037037037037037035,0.0,0,,,,,True
660844,Leo Rivas,SEA,28,0.0,0.0,0,,,,,True
663604,Brandon Lockridge,MIL,26,0.129,93.5,29,27.0,88.9,0.1299,0.1025,False
691781,Brady House,WSH,31,0.1016,90.7,39,39.0,64.1,0.0714,0.0728,False
694388,Joey Loperfido,HOU,20,0.1364,62.1,59,56.0,89.3,0.1625,0.1227,False
678489,Jorge Barrosa,AZ,23,0.1447,100.0,14,4.0,100.0,0.1112,0.1422,False
690976,Alex Freeland,LAD,28,0.06521739130434782,100.0,2,,,,,False
677592,Everson Pereira,CWS,18,0.1972,100.0,31,21.0,100.0,0.0889,0.1924,False
687363,Victor Scott II,STL,29,-0.0101,3.3,5,5.0,100.0,0.16,0.189,False
695336,Thomas Saggese,STL,16,-0.0702,1.2,1,1.0,100.0,0.0896,0.1636,False
672016,Denzel Clarke,ATH,21,-0.1667,3.8,1,1.0,100.0,0.0408,0.2214,False
